time_start,volume,direction,tollgate_id,time_window,weekday,weekend,hour,date,volume_anterior,volume_anterior_2,media_volume,desvio_padrao
2016-09-19 00:10:00,11,0,1,"[00:10:00,00:30:00)",1,0,0,2016-09-19,0.0,0.0,11.333333333333334,3.7771241264574122
2016-09-19 00:30:00,9,0,1,"[00:30:00,00:50:00)",1,0,0,2016-09-19,11.0,0.0,10.5,1.8708286933869707
2016-09-19 00:50:00,4,0,1,"[00:50:00,01:10:00)",1,0,0,2016-09-19,9.0,11.0,7.0,3.4641016151377544
2016-09-19 01:10:00,17,0,1,"[01:10:00,01:30:00)",1,0,1,2016-09-19,4.0,9.0,7.0,5.932958789676531
2016-09-19 01:30:00,9,0,1,"[01:30:00,01:50:00)",1,0,1,2016-09-19,17.0,4.0,6.833333333333333,2.316606713852541
2016-09-19 01:50:00,10,0,1,"[01:50:00,02:10:00)",1,0,1,2016-09-19,9.0,17.0,8.0,2.449489742783178
2016-09-19 02:10:00,10,0,1,"[02:10:00,02:30:00)",1,0,2,2016-09-19,10.0,9.0,7.333333333333333,1.7511900715418263
2016-09-19 02:30:00,8,0,1,"[02:30:00,02:50:00)",1,0,2,2016-09-19,10.0,10.0,6.5,3.0166206257996713
2016-09-19 02:50:00,6,0,1,"[02:50:00,03:10:00)",1,0,2,2016-09-19,8.0,10.0,7.333333333333333,1.505545305418162
2016-09-19 03:10:00,7,0,1,"[03:10:00,03:30:00)",1,0,3,2016-09-19,6.0,8.0,6.166666666666667,1.834847859269718
2016-09-19 03:30:00,7,0,1,"[03:30:00,03:50:00)",1,0,3,2016-09-19,7.0,6.0,7.833333333333333,3.0605010483034745
2016-09-19 03:50:00,9,0,1,"[03:50:00,04:10:00)",1,0,3,2016-09-19,7.0,7.0,10.5,4.722287581247038
2016-09-19 04:10:00,11,0,1,"[04:10:00,04:30:00)",1,0,4,2016-09-19,9.0,7.0,11.5,2.1679483388678804
2016-09-19 04:30:00,13,0,1,"[04:30:00,04:50:00)",1,0,4,2016-09-19,11.0,9.0,12.5,3.9370039370059056
2016-09-19 04:50:00,8,0,1,"[04:50:00,05:10:00)",1,0,4,2016-09-19,13.0,11.0,10.333333333333334,6.408327915038889
2016-09-19 05:10:00,1,0,1,"[05:10:00,05:30:00)",1,0,5,2016-09-19,8.0,13.0,6.5,9.648834126463155
2016-09-19 05:30:00,13,0,1,"[05:30:00,05:50:00)",1,0,5,2016-09-19,1.0,8.0,12.0,9.143303560529969
2016-09-19 05:50:00,11,0,1,"[05:50:00,06:10:00)",1,0,5,2016-09-19,13.0,1.0,12.166666666666666,5.671566509057852
2016-09-19 06:10:00,10,0,1,"[06:10:00,06:30:00)",1,0,6,2016-09-19,11.0,13.0,22.166666666666668,16.509593170840603
2016-09-19 06:30:00,26,0,1,"[06:30:00,06:50:00)",1,0,6,2016-09-19,10.0,11.0,31.833333333333332,24.55537958710202
2016-09-19 06:50:00,32,0,1,"[06:50:00,07:10:00)",1,0,6,2016-09-19,26.0,10.0,39.333333333333336,18.489636737012077
2016-09-19 07:10:00,35,0,1,"[07:10:00,07:30:00)",1,0,7,2016-09-19,32.0,26.0,48.833333333333336,26.671457902909367
2016-09-19 07:30:00,36,0,1,"[07:30:00,07:50:00)",1,0,7,2016-09-19,35.0,32.0,54.833333333333336,31.764235653745338
