time_start,volume,direction,tollgate_id,time_window,weekday,weekend,hour,date,volume_anterior,volume_anterior_2,media_volume,desvio_padrao
2016-09-19 00:15:00,10,0,1,"[00:15:00,00:35:00)",1,0,0,2016-09-19,0.0,0.0,11.5,3.3316662497915366
2016-09-19 00:35:00,9,0,1,"[00:35:00,00:55:00)",1,0,0,2016-09-19,10.0,0.0,10.166666666666666,3.3115957885386114
2016-09-19 00:55:00,8,0,1,"[00:55:00,01:15:00)",1,0,0,2016-09-19,9.0,10.0,6.333333333333333,2.250925735484551
2016-09-19 01:15:00,18,0,1,"[01:15:00,01:35:00)",1,0,1,2016-09-19,8.0,9.0,7.833333333333333,6.177917664283546
2016-09-19 01:35:00,5,0,1,"[01:35:00,01:55:00)",1,0,1,2016-09-19,18.0,8.0,5.666666666666667,2.065591117977289
2016-09-19 01:55:00,10,0,1,"[01:55:00,02:15:00)",1,0,1,2016-09-19,5.0,18.0,7.666666666666667,1.7511900715418263
2016-09-19 02:15:00,8,0,1,"[02:15:00,02:35:00)",1,0,2,2016-09-19,10.0,5.0,6.833333333333333,2.041241452319315
2016-09-19 02:35:00,9,0,1,"[02:35:00,02:55:00)",1,0,2,2016-09-19,8.0,10.0,7.333333333333333,3.011090610836324
2016-09-19 02:55:00,8,0,1,"[02:55:00,03:15:00)",1,0,2,2016-09-19,9.0,8.0,7.333333333333333,1.505545305418162
2016-09-19 03:15:00,6,0,1,"[03:15:00,03:35:00)",1,0,3,2016-09-19,8.0,9.0,7.0,1.8973665961010275
2016-09-19 03:35:00,7,0,1,"[03:35:00,03:55:00)",1,0,3,2016-09-19,6.0,8.0,7.333333333333333,3.2041639575194436
2016-09-19 03:55:00,9,0,1,"[03:55:00,04:15:00)",1,0,3,2016-09-19,7.0,6.0,10.166666666666666,4.665476038590989
2016-09-19 04:15:00,10,0,1,"[04:15:00,04:35:00)",1,0,4,2016-09-19,9.0,7.0,12.333333333333334,1.632993161855452
2016-09-19 04:35:00,14,0,1,"[04:35:00,04:55:00)",1,0,4,2016-09-19,10.0,9.0,14.166666666666666,2.401388487243717
2016-09-19 04:55:00,6,0,1,"[04:55:00,05:15:00)",1,0,4,2016-09-19,14.0,10.0,8.333333333333334,6.860515043833566
2016-09-19 05:15:00,3,0,1,"[05:15:00,05:35:00)",1,0,5,2016-09-19,6.0,14.0,6.333333333333333,8.262364471909155
2016-09-19 05:35:00,14,0,1,"[05:35:00,05:55:00)",1,0,5,2016-09-19,3.0,6.0,12.0,8.809086218218097
2016-09-19 05:55:00,8,0,1,"[05:55:00,06:15:00)",1,0,5,2016-09-19,14.0,3.0,13.0,5.176871642217914
2016-09-19 06:15:00,14,0,1,"[06:15:00,06:35:00)",1,0,6,2016-09-19,8.0,14.0,24.333333333333332,18.790068298616337
2016-09-19 06:35:00,30,0,1,"[06:35:00,06:55:00)",1,0,6,2016-09-19,14.0,8.0,35.333333333333336,25.00933159176124
2016-09-19 06:55:00,32,0,1,"[06:55:00,07:15:00)",1,0,6,2016-09-19,30.0,14.0,42.166666666666664,18.882972929776358
2016-09-19 07:15:00,34,0,1,"[07:15:00,07:35:00)",1,0,7,2016-09-19,32.0,30.0,50.333333333333336,31.007525968168867
2016-09-19 07:35:00,38,0,1,"[07:35:00,07:55:00)",1,0,7,2016-09-19,34.0,32.0,57.5,34.56443258611372
2016-09-19 07:55:00,48,0,1,"[07:55:00,08:15:00)",1,0,7,2016-09-19,38.0,34.0,66.66666666666667,50.186319517042364
2016-09-19 08:15:00,52,0,1,"[08:15:00,08:35:00)",1,0,8,2016-09-19,48.0,38.0,72.5,59.08214620340056
2016-09-19 08:35:00,52,0,1,"[08:35:00,08:55:00)",1,0,8,2016-09-19,52.0,48.0,84.33333333333333,73.93149982697948
2016-09-19 08:55:00,43,0,1,"[08:55:00,09:15:00)",1,0,8,2016-09-19,52.0,52.0,56.833333333333336,22.604571808965254
