time_start,volume,direction,tollgate_id,time_window,weekday,weekend,hour,date,volume_anterior,volume_anterior_2,media_volume,desvio_padrao
2016-09-19 00:05:00,14,0,1,"[00:05:00,00:25:00)",1,0,0,2016-09-19,0.0,0.0,13.666666666666666,4.226897995772629
2016-09-19 00:25:00,7,0,1,"[00:25:00,00:45:00)",1,0,0,2016-09-19,14.0,0.0,10.0,2.1908902300206643
2016-09-19 00:45:00,7,0,1,"[00:45:00,01:05:00)",1,0,0,2016-09-19,7.0,14.0,7.833333333333333,2.4832774042918904
2016-09-19 01:05:00,14,0,1,"[01:05:00,01:25:00)",1,0,1,2016-09-19,7.0,7.0,6.166666666666667,4.956477243634502
2016-09-19 01:25:00,11,0,1,"[01:25:00,01:45:00)",1,0,1,2016-09-19,14.0,7.0,7.5,2.345207879911715
2016-09-19 01:45:00,9,0,1,"[01:45:00,02:05:00)",1,0,1,2016-09-19,11.0,14.0,7.5,2.0736441353327724
2016-09-19 02:05:00,11,0,1,"[02:05:00,02:25:00)",1,0,2,2016-09-19,9.0,11.0,7.333333333333333,2.250925735484551
2016-09-19 02:25:00,8,0,1,"[02:25:00,02:45:00)",1,0,2,2016-09-19,11.0,9.0,6.5,2.345207879911715
2016-09-19 02:45:00,5,0,1,"[02:45:00,03:05:00)",1,0,2,2016-09-19,8.0,11.0,7.166666666666667,2.3166067138525404
2016-09-19 03:05:00,9,0,1,"[03:05:00,03:25:00)",1,0,3,2016-09-19,5.0,8.0,6.666666666666667,2.250925735484551
2016-09-19 03:25:00,3,0,1,"[03:25:00,03:45:00)",1,0,3,2016-09-19,9.0,5.0,7.5,4.086563348340509
2016-09-19 03:45:00,10,0,1,"[03:45:00,04:05:00)",1,0,3,2016-09-19,3.0,9.0,9.5,2.588435821108957
2016-09-19 04:05:00,10,0,1,"[04:05:00,04:25:00)",1,0,4,2016-09-19,10.0,3.0,10.5,3.1464265445104544
2016-09-19 04:25:00,14,0,1,"[04:25:00,04:45:00)",1,0,4,2016-09-19,10.0,10.0,13.666666666666666,2.0655911179772892
2016-09-19 04:45:00,10,0,1,"[04:45:00,05:05:00)",1,0,4,2016-09-19,14.0,10.0,11.0,4.381780460041329
2016-09-19 05:05:00,1,0,1,"[05:05:00,05:25:00)",1,0,5,2016-09-19,10.0,14.0,6.0,7.127411872482185
2016-09-19 05:25:00,11,0,1,"[05:25:00,05:45:00)",1,0,5,2016-09-19,1.0,10.0,9.666666666666666,9.373722135132162
2016-09-19 05:45:00,11,0,1,"[05:45:00,06:05:00)",1,0,5,2016-09-19,11.0,1.0,14.166666666666666,8.773064838850027
2016-09-19 06:05:00,10,0,1,"[06:05:00,06:25:00)",1,0,6,2016-09-19,11.0,11.0,18.166666666666668,10.048217088949993
2016-09-19 06:25:00,18,0,1,"[06:25:00,06:45:00)",1,0,6,2016-09-19,10.0,11.0,27.666666666666668,22.747893675386006
2016-09-19 06:45:00,32,0,1,"[06:45:00,07:05:00)",1,0,6,2016-09-19,18.0,10.0,40.333333333333336,22.59793500890439
2016-09-19 07:05:00,41,0,1,"[07:05:00,07:25:00)",1,0,7,2016-09-19,32.0,18.0,47.666666666666664,23.406551789331694
2016-09-19 07:25:00,31,0,1,"[07:25:00,07:45:00)",1,0,7,2016-09-19,41.0,32.0,50.666666666666664,26.9938264547038
2016-09-19 07:45:00,40,0,1,"[07:45:00,08:05:00)",1,0,7,2016-09-19,31.0,41.0,63.333333333333336,44.16635220013836
2016-09-19 08:05:00,49,0,1,"[08:05:00,08:25:00)",1,0,8,2016-09-19,40.0,31.0,74.16666666666667,65.2791441937367
2016-09-19 08:25:00,52,0,1,"[08:25:00,08:45:00)",1,0,8,2016-09-19,49.0,40.0,76.0,64.30552075832992
2016-09-19 08:45:00,46,0,1,"[08:45:00,09:05:00)",1,0,8,2016-09-19,52.0,49.0,66.33333333333333,43.93935214209088
2016-09-19 09:05:00,46,0,1,"[09:05:00,09:25:00)",1,0,9,2016-09-19,46.0,52.0,57.166666666666664,20.97061436073504
2016-09-19 09:25:00,54,0,1,"[09:25:00,09:45:00)",1,0,9,2016-09-19,46.0,46.0,75.16666666666667,62.29740497538133
2016-09-19 09:45:00,38,0,1,"[09:45:00,10:05:00)",1,0,9,2016-09-19,54.0,46.0,74.66666666666667,59.82195806446548
2016-09-19 10:05:00,51,0,1,"[10:05:00,10:25:00)",1,0,10,2016-09-19,38.0,54.0,59.666666666666664,42.75355735686408
2016-09-19 10:25:00,45,0,1,"[10:25:00,10:45:00)",1,0,10,2016-09-19,51.0,38.0,61.166666666666664,41.03372596616918
2016-09-19 10:45:00,37,0,1,"[10:45:00,11:05:00)",1,0,10,2016-09-19,45.0,51.0,48.0,30.079893616833154
2016-09-19 11:05:00,37,0,1,"[11:05:00,11:25:00)",1,0,11,2016-09-19,37.0,45.0,51.5,38.072299641602946
2016-09-19 11:25:00,32,0,1,"[11:25:00,11:45:00)",1,0,11,2016-09-19,37.0,37.0,56.5,54.97544906592397
2016-09-19 11:45:00,33,0,1,"[11:45:00,12:05:00)",1,0,11,2016-09-19,32.0,37.0,51.333333333333336,35.75844888507703
2016-09-19 12:05:00,46,0,1,"[12:05:00,12:25:00)",1,0,12,2016-09-19,33.0,32.0,56.166666666666664,37.42948926537292
2016-09-19 12:25:00,47,0,1,"[12:25:00,12:45:00)",1,0,12,2016-09-19,46.0,33.0,59.166666666666664,49.917598767034725
2016-09-19 12:45:00,53,0,1,"[12:45:00,13:05:00)",1,0,12,2016-09-19,47.0,46.0,62.333333333333336,46.111459168699774
2016-09-19 13:05:00,59,0,1,"[13:05:00,13:25:00)",1,0,13,2016-09-19,53.0,47.0,69.66666666666667,50.58721841203237
2016-09-19 13:25:00,63,0,1,"[13:25:00,13:45:00)",1,0,13,2016-09-19,59.0,53.0,72.16666666666667,54.832168174044206
2016-09-19 13:45:00,54,0,1,"[13:45:00,14:05:00)",1,0,13,2016-09-19,63.0,59.0,66.83333333333333,49.264253436611284
2016-09-19 14:05:00,56,0,1,"[14:05:00,14:25:00)",1,0,14,2016-09-19,54.0,63.0,73.0,64.02499511909392
2016-09-19 14:25:00,48,0,1,"[14:25:00,14:45:00)",1,0,14,2016-09-19,56.0,54.0,70.66666666666667,64.12071948026367
2016-09-19 14:45:00,52,0,1,"[14:45:00,15:05:00)",1,0,14,2016-09-19,48.0,56.0,70.83333333333333,49.68064680201604
2016-09-19 15:05:00,46,0,1,"[15:05:00,15:25:00)",1,0,15,2016-09-19,52.0,48.0,66.5,57.22499453909978
2016-09-19 15:25:00,58,0,1,"[15:25:00,15:45:00)",1,0,15,2016-09-19,46.0,52.0,70.0,55.78530272392541
2016-09-19 15:45:00,43,0,1,"[15:45:00,16:05:00)",1,0,15,2016-09-19,58.0,46.0,62.333333333333336,45.94634552025511
2016-09-19 16:05:00,43,0,1,"[16:05:00,16:25:00)",1,0,16,2016-09-19,43.0,58.0,64.0,40.38316480911322
2016-09-19 16:25:00,46,0,1,"[16:25:00,16:45:00)",1,0,16,2016-09-19,43.0,43.0,62.666666666666664,32.696584938899456
2016-09-19 16:45:00,51,0,1,"[16:45:00,17:05:00)",1,0,16,2016-09-19,46.0,43.0,53.0,27.97141397927534
2016-09-19 17:05:00,37,0,1,"[17:05:00,17:25:00)",1,0,17,2016-09-19,51.0,46.0,58.833333333333336,50.69681120806975
2016-09-19 17:25:00,30,0,1,"[17:25:00,17:45:00)",1,0,17,2016-09-19,37.0,51.0,45.333333333333336,34.500241545048155
2016-09-19 17:45:00,31,0,1,"[17:45:00,18:05:00)",1,0,17,2016-09-19,30.0,37.0,39.333333333333336,33.986271738257294
2016-09-19 18:05:00,26,0,1,"[18:05:00,18:25:00)",1,0,18,2016-09-19,31.0,30.0,37.666666666666664,37.09267672555685
2016-09-19 18:25:00,24,0,1,"[18:25:00,18:45:00)",1,0,18,2016-09-19,26.0,31.0,34.166666666666664,28.5756306433763
2016-09-19 18:45:00,16,0,1,"[18:45:00,19:05:00)",1,0,18,2016-09-19,24.0,26.0,31.833333333333332,27.1544962513884
2016-09-19 19:05:00,16,0,1,"[19:05:00,19:25:00)",1,0,19,2016-09-19,16.0,24.0,30.666666666666668,25.081201459791888
2016-09-19 19:25:00,28,0,1,"[19:25:00,19:45:00)",1,0,19,2016-09-19,16.0,16.0,31.833333333333332,31.301224683176002
2016-09-19 19:45:00,17,0,1,"[19:45:00,20:05:00)",1,0,19,2016-09-19,28.0,16.0,30.5,29.439769020833026
2016-09-19 20:05:00,21,0,1,"[20:05:00,20:25:00)",1,0,20,2016-09-19,17.0,28.0,23.833333333333332,23.961775115100856
2016-09-19 20:25:00,13,0,1,"[20:25:00,20:45:00)",1,0,20,2016-09-19,21.0,17.0,29.166666666666668,21.460817008368217
2016-09-19 20:45:00,19,0,1,"[20:45:00,21:05:00)",1,0,20,2016-09-19,13.0,21.0,24.333333333333332,21.978777642686744
2016-09-19 21:05:00,16,0,1,"[21:05:00,21:25:00)",1,0,21,2016-09-19,19.0,13.0,27.0,22.253089673121796
2016-09-19 21:25:00,20,0,1,"[21:25:00,21:45:00)",1,0,21,2016-09-19,16.0,19.0,23.333333333333332,20.314198646923455
2016-09-19 21:45:00,4,0,1,"[21:45:00,22:05:00)",1,0,21,2016-09-19,20.0,16.0,18.666666666666668,16.824585185574907
2016-09-19 22:05:00,3,0,1,"[22:05:00,22:25:00)",1,0,22,2016-09-19,4.0,20.0,11.833333333333334,12.089940722214756
