time,volume,direction,tollgate_id,time_window,date,week,weekend,hour,day,am_pm,volume_anterior,volume_anterior_2,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm,media_volume_weekday,min_volume_weekday,max_volume_weekday,desvio_padrao_weekday,mediana_volume_weekday
2016-09-19 00:15:00,10,0,1,"[00:15:00,00:35:00)",2016-09-19,1,0,0,19,1,0.0,0.0,9.666666666666666,2.5819888974716116,6,13,9.5,3,59,14.0,23.72222222222222,17.413951200133354,10.0,10,10,10.0,10.0
2016-09-19 00:35:00,9,0,1,"[00:35:00,00:55:00)",2016-09-19,1,0,0,19,1,10.0,0.0,9.666666666666666,2.5819888974716116,6,13,9.5,3,59,14.0,23.72222222222222,17.413951200133354,9.0,9,9,9.0,9.0
2016-09-19 00:55:00,8,0,1,"[00:55:00,01:15:00)",2016-09-19,1,0,0,19,1,9.0,10.0,9.666666666666666,2.5819888974716116,6,13,9.5,3,59,14.0,23.72222222222222,17.413951200133354,8.0,8,8,8.0,8.0
2016-09-19 01:15:00,18,0,1,"[01:15:00,01:35:00)",2016-09-19,1,0,1,19,1,8.0,9.0,10.166666666666666,4.792355023020171,5,18,9.5,3,59,14.0,23.72222222222222,17.413951200133354,18.0,18,18,18.0,18.0
2016-09-19 01:35:00,5,0,1,"[01:35:00,01:55:00)",2016-09-19,1,0,1,19,1,18.0,8.0,10.166666666666666,4.792355023020171,5,18,9.5,3,59,14.0,23.72222222222222,17.413951200133354,5.0,5,5,5.0,5.0
2016-09-19 01:55:00,10,0,1,"[01:55:00,02:15:00)",2016-09-19,1,0,1,19,1,5.0,18.0,10.166666666666666,4.792355023020171,5,18,9.5,3,59,14.0,23.72222222222222,17.413951200133354,10.0,10,10,10.0,10.0
2016-09-19 02:15:00,8,0,1,"[02:15:00,02:35:00)",2016-09-19,1,0,2,19,1,10.0,5.0,7.333333333333333,1.7511900715418263,4,9,8.0,3,59,14.0,23.72222222222222,17.413951200133354,8.0,8,8,8.0,8.0
2016-09-19 02:35:00,9,0,1,"[02:35:00,02:55:00)",2016-09-19,1,0,2,19,1,8.0,10.0,7.333333333333333,1.7511900715418263,4,9,8.0,3,59,14.0,23.72222222222222,17.413951200133354,9.0,9,9,9.0,9.0
2016-09-19 02:55:00,8,0,1,"[02:55:00,03:15:00)",2016-09-19,1,0,2,19,1,9.0,8.0,7.333333333333333,1.7511900715418263,4,9,8.0,3,59,14.0,23.72222222222222,17.413951200133354,8.0,8,8,8.0,8.0
2016-09-19 03:15:00,6,0,1,"[03:15:00,03:35:00)",2016-09-19,1,0,3,19,1,8.0,9.0,7.0,1.6733200530681513,5,9,6.5,3,59,14.0,23.72222222222222,17.413951200133354,6.0,6,6,6.0,6.0
2016-09-19 03:35:00,7,0,1,"[03:35:00,03:55:00)",2016-09-19,1,0,3,19,1,6.0,8.0,7.0,1.6733200530681513,5,9,6.5,3,59,14.0,23.72222222222222,17.413951200133354,7.0,7,7,7.0,7.0
2016-09-19 03:55:00,9,0,1,"[03:55:00,04:15:00)",2016-09-19,1,0,3,19,1,7.0,6.0,7.0,1.6733200530681513,5,9,6.5,3,59,14.0,23.72222222222222,17.413951200133354,9.0,9,9,9.0,9.0
2016-09-19 04:15:00,10,0,1,"[04:15:00,04:35:00)",2016-09-19,1,0,4,19,1,9.0,7.0,8.833333333333334,4.5789372857319925,3,14,8.0,3,59,14.0,23.72222222222222,17.413951200133354,10.0,10,10,10.0,10.0
2016-09-19 04:35:00,14,0,1,"[04:35:00,04:55:00)",2016-09-19,1,0,4,19,1,10.0,9.0,8.833333333333334,4.5789372857319925,3,14,8.0,3,59,14.0,23.72222222222222,17.413951200133354,14.0,14,14,14.0,14.0
2016-09-19 04:55:00,6,0,1,"[04:55:00,05:15:00)",2016-09-19,1,0,4,19,1,14.0,10.0,8.833333333333334,4.5789372857319925,3,14,8.0,3,59,14.0,23.72222222222222,17.413951200133354,6.0,6,6,6.0,6.0
2016-09-19 05:15:00,3,0,1,"[05:15:00,05:35:00)",2016-09-19,1,0,5,19,1,6.0,14.0,7.166666666666667,4.070217029430577,3,14,7.5,3,59,14.0,23.72222222222222,17.413951200133354,3.0,3,3,3.0,3.0
2016-09-19 05:35:00,14,0,1,"[05:35:00,05:55:00)",2016-09-19,1,0,5,19,1,3.0,6.0,7.166666666666667,4.070217029430577,3,14,7.5,3,59,14.0,23.72222222222222,17.413951200133354,14.0,14,14,14.0,14.0
2016-09-19 05:55:00,8,0,1,"[05:55:00,06:15:00)",2016-09-19,1,0,5,19,1,14.0,3.0,7.166666666666667,4.070217029430577,3,14,7.5,3,59,14.0,23.72222222222222,17.413951200133354,8.0,8,8,8.0,8.0
2016-09-19 06:15:00,14,0,1,"[06:15:00,06:35:00)",2016-09-19,1,0,6,19,1,8.0,14.0,21.5,7.842193570679061,14,32,19.5,3,59,14.0,23.72222222222222,17.413951200133354,14.0,14,14,14.0,14.0
2016-09-19 06:35:00,30,0,1,"[06:35:00,06:55:00)",2016-09-19,1,0,6,19,1,14.0,8.0,21.5,7.842193570679061,14,32,19.5,3,59,14.0,23.72222222222222,17.413951200133354,30.0,30,30,30.0,30.0
2016-09-19 06:55:00,32,0,1,"[06:55:00,07:15:00)",2016-09-19,1,0,6,19,1,30.0,14.0,21.5,7.842193570679061,14,32,19.5,3,59,14.0,23.72222222222222,17.413951200133354,32.0,32,32,32.0,32.0
2016-09-19 07:15:00,34,0,1,"[07:15:00,07:35:00)",2016-09-19,1,0,7,19,1,32.0,30.0,40.833333333333336,8.658329323066122,34,55,36.5,3,59,14.0,23.72222222222222,17.413951200133354,34.0,34,34,34.0,34.0
