time,volume,direction,tollgate_id,time_window,date,week,weekend,hour,day,am_pm,volume_anterior,volume_anterior_2,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm,media_volume_weekday,min_volume_weekday,max_volume_weekday,desvio_padrao_weekday,mediana_volume_weekday
2016-09-19 00:05:00,14,0,1,"[00:05:00,00:25:00)",2016-09-19,1,0,0,19,1,0.0,0.0,10.0,3.5777087639996634,7,15,8.5,1,59,14.5,23.291666666666668,17.324929120030607,14.0,14,14,14.0,14.0
2016-09-19 00:25:00,7,0,1,"[00:25:00,00:45:00)",2016-09-19,1,0,0,19,1,14.0,0.0,10.0,3.5777087639996634,7,15,8.5,1,59,14.5,23.291666666666668,17.324929120030607,7.0,7,7,7.0,7.0
2016-09-19 00:45:00,7,0,1,"[00:45:00,01:05:00)",2016-09-19,1,0,0,19,1,7.0,14.0,10.0,3.5777087639996634,7,15,8.5,1,59,14.5,23.291666666666668,17.324929120030607,7.0,7,7,7.0,7.0
2016-09-19 01:05:00,14,0,1,"[01:05:00,01:25:00)",2016-09-19,1,0,1,19,1,7.0,7.0,10.166666666666666,3.5449494589721118,5,14,10.0,1,59,14.5,23.291666666666668,17.324929120030607,14.0,14,14,14.0,14.0
2016-09-19 01:25:00,11,0,1,"[01:25:00,01:45:00)",2016-09-19,1,0,1,19,1,14.0,7.0,10.166666666666666,3.5449494589721118,5,14,10.0,1,59,14.5,23.291666666666668,17.324929120030607,11.0,11,11,11.0,11.0
2016-09-19 01:45:00,9,0,1,"[01:45:00,02:05:00)",2016-09-19,1,0,1,19,1,11.0,14.0,10.166666666666666,3.5449494589721118,5,14,10.0,1,59,14.5,23.291666666666668,17.324929120030607,9.0,9,9,9.0,9.0
2016-09-19 02:05:00,11,0,1,"[02:05:00,02:25:00)",2016-09-19,1,0,2,19,1,9.0,11.0,7.5,2.073644135332772,5,11,7.5,1,59,14.5,23.291666666666668,17.324929120030607,11.0,11,11,11.0,11.0
2016-09-19 02:25:00,8,0,1,"[02:25:00,02:45:00)",2016-09-19,1,0,2,19,1,11.0,9.0,7.5,2.073644135332772,5,11,7.5,1,59,14.5,23.291666666666668,17.324929120030607,8.0,8,8,8.0,8.0
2016-09-19 02:45:00,5,0,1,"[02:45:00,03:05:00)",2016-09-19,1,0,2,19,1,8.0,11.0,7.5,2.073644135332772,5,11,7.5,1,59,14.5,23.291666666666668,17.324929120030607,5.0,5,5,5.0,5.0
2016-09-19 03:05:00,9,0,1,"[03:05:00,03:25:00)",2016-09-19,1,0,3,19,1,5.0,8.0,7.0,2.8284271247461903,3,10,8.0,1,59,14.5,23.291666666666668,17.324929120030607,9.0,9,9,9.0,9.0
2016-09-19 03:25:00,3,0,1,"[03:25:00,03:45:00)",2016-09-19,1,0,3,19,1,9.0,5.0,7.0,2.8284271247461903,3,10,8.0,1,59,14.5,23.291666666666668,17.324929120030607,3.0,3,3,3.0,3.0
2016-09-19 03:45:00,10,0,1,"[03:45:00,04:05:00)",2016-09-19,1,0,3,19,1,3.0,9.0,7.0,2.8284271247461903,3,10,8.0,1,59,14.5,23.291666666666668,17.324929120030607,10.0,10,10,10.0,10.0
2016-09-19 04:05:00,10,0,1,"[04:05:00,04:25:00)",2016-09-19,1,0,4,19,1,10.0,3.0,9.666666666666666,3.011090610836324,5,14,10.0,1,59,14.5,23.291666666666668,17.324929120030607,10.0,10,10,10.0,10.0
2016-09-19 04:25:00,14,0,1,"[04:25:00,04:45:00)",2016-09-19,1,0,4,19,1,10.0,10.0,9.666666666666666,3.011090610836324,5,14,10.0,1,59,14.5,23.291666666666668,17.324929120030607,14.0,14,14,14.0,14.0
2016-09-19 04:45:00,10,0,1,"[04:45:00,05:05:00)",2016-09-19,1,0,4,19,1,14.0,10.0,9.666666666666666,3.011090610836324,5,14,10.0,1,59,14.5,23.291666666666668,17.324929120030607,10.0,10,10,10.0,10.0
2016-09-19 05:05:00,1,0,1,"[05:05:00,05:25:00)",2016-09-19,1,0,5,19,1,10.0,14.0,5.833333333333333,4.4907311951024935,1,11,5.0,1,59,14.5,23.291666666666668,17.324929120030607,1.0,1,1,1.0,1.0
2016-09-19 05:25:00,11,0,1,"[05:25:00,05:45:00)",2016-09-19,1,0,5,19,1,1.0,10.0,5.833333333333333,4.4907311951024935,1,11,5.0,1,59,14.5,23.291666666666668,17.324929120030607,11.0,11,11,11.0,11.0
2016-09-19 05:45:00,11,0,1,"[05:45:00,06:05:00)",2016-09-19,1,0,5,19,1,11.0,1.0,5.833333333333333,4.4907311951024935,1,11,5.0,1,59,14.5,23.291666666666668,17.324929120030607,11.0,11,11,11.0,11.0
2016-09-19 06:05:00,10,0,1,"[06:05:00,06:25:00)",2016-09-19,1,0,6,19,1,11.0,11.0,18.333333333333332,7.501111028818776,10,32,16.5,1,59,14.5,23.291666666666668,17.324929120030607,10.0,10,10,10.0,10.0
2016-09-19 06:25:00,18,0,1,"[06:25:00,06:45:00)",2016-09-19,1,0,6,19,1,10.0,11.0,18.333333333333332,7.501111028818776,10,32,16.5,1,59,14.5,23.291666666666668,17.324929120030607,18.0,18,18,18.0,18.0
2016-09-19 06:45:00,32,0,1,"[06:45:00,07:05:00)",2016-09-19,1,0,6,19,1,18.0,10.0,18.333333333333332,7.501111028818776,10,32,16.5,1,59,14.5,23.291666666666668,17.324929120030607,32.0,32,32,32.0,32.0
2016-09-19 07:05:00,41,0,1,"[07:05:00,07:25:00)",2016-09-19,1,0,7,19,1,32.0,18.0,37.0,8.414273587185052,23,46,40.5,1,59,14.5,23.291666666666668,17.324929120030607,41.0,41,41,41.0,41.0
2016-09-19 07:25:00,31,0,1,"[07:25:00,07:45:00)",2016-09-19,1,0,7,19,1,41.0,32.0,37.0,8.414273587185052,23,46,40.5,1,59,14.5,23.291666666666668,17.324929120030607,31.0,31,31,31.0,31.0
2016-09-19 07:45:00,40,0,1,"[07:45:00,08:05:00)",2016-09-19,1,0,7,19,1,31.0,41.0,37.0,8.414273587185052,23,46,40.5,1,59,14.5,23.291666666666668,17.324929120030607,40.0,40,40,40.0,40.0
2016-09-19 08:05:00,49,0,1,"[08:05:00,08:25:00)",2016-09-19,1,0,8,19,1,40.0,31.0,48.333333333333336,2.250925735484551,46,52,48.5,1,59,14.5,23.291666666666668,17.324929120030607,49.0,49,49,49.0,49.0
2016-09-19 08:25:00,52,0,1,"[08:25:00,08:45:00)",2016-09-19,1,0,8,19,1,49.0,40.0,48.333333333333336,2.250925735484551,46,52,48.5,1,59,14.5,23.291666666666668,17.324929120030607,52.0,52,52,52.0,52.0
2016-09-19 08:45:00,46,0,1,"[08:45:00,09:05:00)",2016-09-19,1,0,8,19,1,52.0,49.0,48.333333333333336,2.250925735484551,46,52,48.5,1,59,14.5,23.291666666666668,17.324929120030607,46.0,46,46,46.0,46.0
2016-09-19 09:05:00,46,0,1,"[09:05:00,09:25:00)",2016-09-19,1,0,9,19,1,46.0,52.0,47.166666666666664,8.232051182218601,38,59,46.5,1,59,14.5,23.291666666666668,17.324929120030607,46.0,46,46,46.0,46.0
2016-09-19 09:25:00,54,0,1,"[09:25:00,09:45:00)",2016-09-19,1,0,9,19,1,46.0,46.0,47.166666666666664,8.232051182218601,38,59,46.5,1,59,14.5,23.291666666666668,17.324929120030607,54.0,54,54,54.0,54.0
2016-09-19 09:45:00,38,0,1,"[09:45:00,10:05:00)",2016-09-19,1,0,9,19,1,54.0,46.0,47.166666666666664,8.232051182218601,38,59,46.5,1,59,14.5,23.291666666666668,17.324929120030607,38.0,38,38,38.0,38.0
2016-09-19 10:05:00,51,0,1,"[10:05:00,10:25:00)",2016-09-19,1,0,10,19,1,38.0,54.0,43.0,5.059644256269407,37,51,43.0,1,59,14.5,23.291666666666668,17.324929120030607,51.0,51,51,51.0,51.0
2016-09-19 10:25:00,45,0,1,"[10:25:00,10:45:00)",2016-09-19,1,0,10,19,1,51.0,38.0,43.0,5.059644256269407,37,51,43.0,1,59,14.5,23.291666666666668,17.324929120030607,45.0,45,45,45.0,45.0
2016-09-19 10:45:00,37,0,1,"[10:45:00,11:05:00)",2016-09-19,1,0,10,19,1,45.0,51.0,43.0,5.059644256269407,37,51,43.0,1,59,14.5,23.291666666666668,17.324929120030607,37.0,37,37,37.0,37.0
2016-09-19 11:05:00,37,0,1,"[11:05:00,11:25:00)",2016-09-19,1,0,11,19,1,37.0,45.0,35.5,2.8809720581775866,32,39,35.5,1,59,14.5,23.291666666666668,17.324929120030607,37.0,37,37,37.0,37.0
2016-09-19 11:25:00,32,0,1,"[11:25:00,11:45:00)",2016-09-19,1,0,11,19,1,37.0,37.0,35.5,2.8809720581775866,32,39,35.5,1,59,14.5,23.291666666666668,17.324929120030607,32.0,32,32,32.0,32.0
2016-09-19 11:45:00,33,0,1,"[11:45:00,12:05:00)",2016-09-19,1,0,11,19,1,32.0,37.0,35.5,2.8809720581775866,32,39,35.5,1,59,14.5,23.291666666666668,17.324929120030607,33.0,33,33,33.0,33.0
2016-09-19 12:05:00,46,0,1,"[12:05:00,12:25:00)",2016-09-19,1,0,12,19,0,33.0,32.0,44.666666666666664,6.0882400303098,35,53,46.0,2,63,29.5,28.930555555555557,16.748618937295372,46.0,46,46,46.0,46.0
2016-09-19 12:25:00,47,0,1,"[12:25:00,12:45:00)",2016-09-19,1,0,12,19,0,46.0,33.0,44.666666666666664,6.0882400303098,35,53,46.0,2,63,29.5,28.930555555555557,16.748618937295372,47.0,47,47,47.0,47.0
2016-09-19 12:45:00,53,0,1,"[12:45:00,13:05:00)",2016-09-19,1,0,12,19,0,47.0,46.0,44.666666666666664,6.0882400303098,35,53,46.0,2,63,29.5,28.930555555555557,16.748618937295372,53.0,53,53,53.0,53.0
2016-09-19 13:05:00,59,0,1,"[13:05:00,13:25:00)",2016-09-19,1,0,13,19,0,53.0,47.0,49.166666666666664,11.267948645013725,34,63,49.0,2,63,29.5,28.930555555555557,16.748618937295372,59.0,59,59,59.0,59.0
2016-09-19 13:25:00,63,0,1,"[13:25:00,13:45:00)",2016-09-19,1,0,13,19,0,59.0,53.0,49.166666666666664,11.267948645013725,34,63,49.0,2,63,29.5,28.930555555555557,16.748618937295372,63.0,63,63,63.0,63.0
2016-09-19 13:45:00,54,0,1,"[13:45:00,14:05:00)",2016-09-19,1,0,13,19,0,63.0,59.0,49.166666666666664,11.267948645013725,34,63,49.0,2,63,29.5,28.930555555555557,16.748618937295372,54.0,54,54,54.0,54.0
2016-09-19 14:05:00,56,0,1,"[14:05:00,14:25:00)",2016-09-19,1,0,14,19,0,54.0,63.0,45.5,9.669539802906858,29,56,48.0,2,63,29.5,28.930555555555557,16.748618937295372,56.0,56,56,56.0,56.0
2016-09-19 14:25:00,48,0,1,"[14:25:00,14:45:00)",2016-09-19,1,0,14,19,0,56.0,54.0,45.5,9.669539802906858,29,56,48.0,2,63,29.5,28.930555555555557,16.748618937295372,48.0,48,48,48.0,48.0
