time_start,volume,direction,tollgate_id,time_window,date,weekday,weekend,hour,day,am_pm
2016-09-19 00:05:00,14,0,1,"[00:05:00,00:25:00)",2016-09-19,1,0,0,19,1
2016-09-19 00:25:00,7,0,1,"[00:25:00,00:45:00)",2016-09-19,1,0,0,19,1
2016-09-19 00:45:00,7,0,1,"[00:45:00,01:05:00)",2016-09-19,1,0,0,19,1
2016-09-19 01:05:00,14,0,1,"[01:05:00,01:25:00)",2016-09-19,1,0,1,19,1
2016-09-19 01:25:00,11,0,1,"[01:25:00,01:45:00)",2016-09-19,1,0,1,19,1
2016-09-19 01:45:00,9,0,1,"[01:45:00,02:05:00)",2016-09-19,1,0,1,19,1
2016-09-19 02:05:00,11,0,1,"[02:05:00,02:25:00)",2016-09-19,1,0,2,19,1
2016-09-19 02:25:00,8,0,1,"[02:25:00,02:45:00)",2016-09-19,1,0,2,19,1
2016-09-19 02:45:00,5,0,1,"[02:45:00,03:05:00)",2016-09-19,1,0,2,19,1
2016-09-19 03:05:00,9,0,1,"[03:05:00,03:25:00)",2016-09-19,1,0,3,19,1
2016-09-19 03:25:00,3,0,1,"[03:25:00,03:45:00)",2016-09-19,1,0,3,19,1
2016-09-19 03:45:00,10,0,1,"[03:45:00,04:05:00)",2016-09-19,1,0,3,19,1
2016-09-19 04:05:00,10,0,1,"[04:05:00,04:25:00)",2016-09-19,1,0,4,19,1
2016-09-19 04:25:00,14,0,1,"[04:25:00,04:45:00)",2016-09-19,1,0,4,19,1
2016-09-19 04:45:00,10,0,1,"[04:45:00,05:05:00)",2016-09-19,1,0,4,19,1
2016-09-19 05:05:00,1,0,1,"[05:05:00,05:25:00)",2016-09-19,1,0,5,19,1
2016-09-19 05:25:00,11,0,1,"[05:25:00,05:45:00)",2016-09-19,1,0,5,19,1
2016-09-19 05:45:00,11,0,1,"[05:45:00,06:05:00)",2016-09-19,1,0,5,19,1
2016-09-19 06:05:00,10,0,1,"[06:05:00,06:25:00)",2016-09-19,1,0,6,19,1
2016-09-19 06:25:00,18,0,1,"[06:25:00,06:45:00)",2016-09-19,1,0,6,19,1
2016-09-19 06:45:00,32,0,1,"[06:45:00,07:05:00)",2016-09-19,1,0,6,19,1
2016-09-19 07:05:00,41,0,1,"[07:05:00,07:25:00)",2016-09-19,1,0,7,19,1
2016-09-19 07:25:00,31,0,1,"[07:25:00,07:45:00)",2016-09-19,1,0,7,19,1
2016-09-19 07:45:00,40,0,1,"[07:45:00,08:05:00)",2016-09-19,1,0,7,19,1
2016-09-19 08:05:00,49,0,1,"[08:05:00,08:25:00)",2016-09-19,1,0,8,19,1
2016-09-19 08:25:00,52,0,1,"[08:25:00,08:45:00)",2016-09-19,1,0,8,19,1
2016-09-19 08:45:00,46,0,1,"[08:45:00,09:05:00)",2016-09-19,1,0,8,19,1
2016-09-19 09:05:00,46,0,1,"[09:05:00,09:25:00)",2016-09-19,1,0,9,19,1
2016-09-19 09:25:00,54,0,1,"[09:25:00,09:45:00)",2016-09-19,1,0,9,19,1
