tollgate_id,time_window,direction,volume,time,date,hour,miniute
1,2016-09-19 00:10:00,0,11,2016-09-19 00:10:00,2016-09-19,0,10
1,2016-09-19 00:30:00,0,9,2016-09-19 00:30:00,2016-09-19,0,30
1,2016-09-19 00:50:00,0,4,2016-09-19 00:50:00,2016-09-19,0,50
1,2016-09-19 01:10:00,0,17,2016-09-19 01:10:00,2016-09-19,1,10
1,2016-09-19 01:30:00,0,9,2016-09-19 01:30:00,2016-09-19,1,30
1,2016-09-19 01:50:00,0,10,2016-09-19 01:50:00,2016-09-19,1,50
1,2016-09-19 02:10:00,0,10,2016-09-19 02:10:00,2016-09-19,2,10
1,2016-09-19 02:30:00,0,8,2016-09-19 02:30:00,2016-09-19,2,30
1,2016-09-19 02:50:00,0,6,2016-09-19 02:50:00,2016-09-19,2,50
1,2016-09-19 03:10:00,0,7,2016-09-19 03:10:00,2016-09-19,3,10
1,2016-09-19 03:30:00,0,7,2016-09-19 03:30:00,2016-09-19,3,30
1,2016-09-19 03:50:00,0,9,2016-09-19 03:50:00,2016-09-19,3,50
1,2016-09-19 04:10:00,0,11,2016-09-19 04:10:00,2016-09-19,4,10
1,2016-09-19 04:30:00,0,13,2016-09-19 04:30:00,2016-09-19,4,30
1,2016-09-19 04:50:00,0,8,2016-09-19 04:50:00,2016-09-19,4,50
1,2016-09-19 05:10:00,0,1,2016-09-19 05:10:00,2016-09-19,5,10
1,2016-09-19 05:30:00,0,13,2016-09-19 05:30:00,2016-09-19,5,30
1,2016-09-19 05:50:00,0,11,2016-09-19 05:50:00,2016-09-19,5,50
1,2016-09-19 06:10:00,0,10,2016-09-19 06:10:00,2016-09-19,6,10
1,2016-09-19 06:30:00,0,26,2016-09-19 06:30:00,2016-09-19,6,30
1,2016-09-19 06:50:00,0,32,2016-09-19 06:50:00,2016-09-19,6,50
1,2016-09-19 07:10:00,0,35,2016-09-19 07:10:00,2016-09-19,7,10
1,2016-09-19 07:30:00,0,36,2016-09-19 07:30:00,2016-09-19,7,30
1,2016-09-19 07:50:00,0,43,2016-09-19 07:50:00,2016-09-19,7,50
1,2016-09-19 08:10:00,0,57,2016-09-19 08:10:00,2016-09-19,8,10
1,2016-09-19 08:30:00,0,42,2016-09-19 08:30:00,2016-09-19,8,30
1,2016-09-19 08:50:00,0,52,2016-09-19 08:50:00,2016-09-19,8,50
1,2016-09-19 09:10:00,0,43,2016-09-19 09:10:00,2016-09-19,9,10
1,2016-09-19 09:30:00,0,51,2016-09-19 09:30:00,2016-09-19,9,30
