tollgate_id,time_window,direction,volume,time,date,hour,miniute
1,2016-09-19 00:05:00,0,14,2016-09-19 00:05:00,2016-09-19,0,5
1,2016-09-19 00:25:00,0,7,2016-09-19 00:25:00,2016-09-19,0,25
1,2016-09-19 00:45:00,0,7,2016-09-19 00:45:00,2016-09-19,0,45
1,2016-09-19 01:05:00,0,14,2016-09-19 01:05:00,2016-09-19,1,5
1,2016-09-19 01:25:00,0,11,2016-09-19 01:25:00,2016-09-19,1,25
1,2016-09-19 01:45:00,0,9,2016-09-19 01:45:00,2016-09-19,1,45
1,2016-09-19 02:05:00,0,11,2016-09-19 02:05:00,2016-09-19,2,5
1,2016-09-19 02:25:00,0,8,2016-09-19 02:25:00,2016-09-19,2,25
1,2016-09-19 02:45:00,0,5,2016-09-19 02:45:00,2016-09-19,2,45
1,2016-09-19 03:05:00,0,9,2016-09-19 03:05:00,2016-09-19,3,5
1,2016-09-19 03:25:00,0,3,2016-09-19 03:25:00,2016-09-19,3,25
1,2016-09-19 03:45:00,0,10,2016-09-19 03:45:00,2016-09-19,3,45
1,2016-09-19 04:05:00,0,10,2016-09-19 04:05:00,2016-09-19,4,5
1,2016-09-19 04:25:00,0,14,2016-09-19 04:25:00,2016-09-19,4,25
1,2016-09-19 04:45:00,0,10,2016-09-19 04:45:00,2016-09-19,4,45
1,2016-09-19 05:05:00,0,1,2016-09-19 05:05:00,2016-09-19,5,5
1,2016-09-19 05:25:00,0,11,2016-09-19 05:25:00,2016-09-19,5,25
1,2016-09-19 05:45:00,0,11,2016-09-19 05:45:00,2016-09-19,5,45
1,2016-09-19 06:05:00,0,10,2016-09-19 06:05:00,2016-09-19,6,5
1,2016-09-19 06:25:00,0,18,2016-09-19 06:25:00,2016-09-19,6,25
1,2016-09-19 06:45:00,0,32,2016-09-19 06:45:00,2016-09-19,6,45
1,2016-09-19 07:05:00,0,41,2016-09-19 07:05:00,2016-09-19,7,5
1,2016-09-19 07:25:00,0,31,2016-09-19 07:25:00,2016-09-19,7,25
1,2016-09-19 07:45:00,0,40,2016-09-19 07:45:00,2016-09-19,7,45
1,2016-09-19 08:05:00,0,49,2016-09-19 08:05:00,2016-09-19,8,5
1,2016-09-19 08:25:00,0,52,2016-09-19 08:25:00,2016-09-19,8,25
1,2016-09-19 08:45:00,0,46,2016-09-19 08:45:00,2016-09-19,8,45
1,2016-09-19 09:05:00,0,46,2016-09-19 09:05:00,2016-09-19,9,5
1,2016-09-19 09:25:00,0,54,2016-09-19 09:25:00,2016-09-19,9,25
1,2016-09-19 09:45:00,0,38,2016-09-19 09:45:00,2016-09-19,9,45
1,2016-09-19 10:05:00,0,51,2016-09-19 10:05:00,2016-09-19,10,5
1,2016-09-19 10:25:00,0,45,2016-09-19 10:25:00,2016-09-19,10,25
1,2016-09-19 10:45:00,0,37,2016-09-19 10:45:00,2016-09-19,10,45
1,2016-09-19 11:05:00,0,37,2016-09-19 11:05:00,2016-09-19,11,5
1,2016-09-19 11:25:00,0,32,2016-09-19 11:25:00,2016-09-19,11,25
1,2016-09-19 11:45:00,0,33,2016-09-19 11:45:00,2016-09-19,11,45
1,2016-09-19 12:05:00,0,46,2016-09-19 12:05:00,2016-09-19,12,5
1,2016-09-19 12:25:00,0,47,2016-09-19 12:25:00,2016-09-19,12,25
1,2016-09-19 12:45:00,0,53,2016-09-19 12:45:00,2016-09-19,12,45
1,2016-09-19 13:05:00,0,59,2016-09-19 13:05:00,2016-09-19,13,5
1,2016-09-19 13:25:00,0,63,2016-09-19 13:25:00,2016-09-19,13,25
1,2016-09-19 13:45:00,0,54,2016-09-19 13:45:00,2016-09-19,13,45
1,2016-09-19 14:05:00,0,56,2016-09-19 14:05:00,2016-09-19,14,5
1,2016-09-19 14:25:00,0,48,2016-09-19 14:25:00,2016-09-19,14,25
1,2016-09-19 14:45:00,0,52,2016-09-19 14:45:00,2016-09-19,14,45
1,2016-09-19 15:05:00,0,46,2016-09-19 15:05:00,2016-09-19,15,5
1,2016-09-19 15:25:00,0,58,2016-09-19 15:25:00,2016-09-19,15,25
1,2016-09-19 15:45:00,0,43,2016-09-19 15:45:00,2016-09-19,15,45
1,2016-09-19 16:05:00,0,43,2016-09-19 16:05:00,2016-09-19,16,5
1,2016-09-19 16:25:00,0,46,2016-09-19 16:25:00,2016-09-19,16,25
1,2016-09-19 16:45:00,0,51,2016-09-19 16:45:00,2016-09-19,16,45
1,2016-09-19 17:05:00,0,37,2016-09-19 17:05:00,2016-09-19,17,5
1,2016-09-19 17:25:00,0,30,2016-09-19 17:25:00,2016-09-19,17,25
1,2016-09-19 17:45:00,0,31,2016-09-19 17:45:00,2016-09-19,17,45
1,2016-09-19 18:05:00,0,26,2016-09-19 18:05:00,2016-09-19,18,5
1,2016-09-19 18:25:00,0,24,2016-09-19 18:25:00,2016-09-19,18,25
1,2016-09-19 18:45:00,0,16,2016-09-19 18:45:00,2016-09-19,18,45
1,2016-09-19 19:05:00,0,16,2016-09-19 19:05:00,2016-09-19,19,5
1,2016-09-19 19:25:00,0,28,2016-09-19 19:25:00,2016-09-19,19,25
1,2016-09-19 19:45:00,0,17,2016-09-19 19:45:00,2016-09-19,19,45
1,2016-09-19 20:05:00,0,21,2016-09-19 20:05:00,2016-09-19,20,5
1,2016-09-19 20:25:00,0,13,2016-09-19 20:25:00,2016-09-19,20,25
1,2016-09-19 20:45:00,0,19,2016-09-19 20:45:00,2016-09-19,20,45
1,2016-09-19 21:05:00,0,16,2016-09-19 21:05:00,2016-09-19,21,5
1,2016-09-19 21:25:00,0,20,2016-09-19 21:25:00,2016-09-19,21,25
1,2016-09-19 21:45:00,0,4,2016-09-19 21:45:00,2016-09-19,21,45
