time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm,volume_anterior,volume_anterior_2,avg_vol_dia_semana,desvio_padrao,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm,window_n
2016-10-25 06:00:00,1,0,"[06:00:00,06:20:00)",10,25,6,0,1,0,1,0.0,0.0,14.285714285714285,6.447590912226719,19.0,10.14889156509222,10,30,17,10,13,11.5,11.5,2.1213203435596424,10,44,27.5,27.333333333333332,12.738393409950357,18
2016-10-25 06:00:00,1,1,"[06:00:00,06:20:00)",37,25,6,0,1,0,1,0.0,0.0,36.57142857142857,2.992052966172382,51.333333333333336,13.203534880225572,37,63,54,37,37,37.0,37.0,0.0,37,133,65.0,75.5,34.73182978191618,18
2016-10-25 06:00:00,2,0,"[06:00:00,06:20:00)",29,25,6,0,1,0,1,0.0,0.0,19.714285714285715,9.655987533033338,32.0,7.0,27,40,29,24,29,26.5,26.5,3.5355339059327378,27,98,61.5,61.666666666666664,33.15217438821573,18
2016-10-25 06:00:00,3,0,"[06:00:00,06:20:00)",28,25,6,0,1,0,1,0.0,0.0,24.142857142857146,4.29839394148448,56.0,32.7414110874898,28,92,48,28,30,29.0,29.0,1.4142135623730951,28,139,110.5,94.5,47.10307845565935,18
2016-10-25 06:00:00,3,1,"[06:00:00,06:20:00)",30,25,6,0,1,0,1,0.0,0.0,21.428571428571427,5.1269595556932455,34.333333333333336,6.658328118479392,30,42,31,23,30,26.5,26.5,4.949747468305833,30,89,52.0,56.333333333333336,26.097254006248757,18
2016-10-25 06:20:00,1,0,"[06:20:00,06:40:00)",17,25,6,20,1,0,1,10.0,0.0,22.428571428571423,14.808298831591502,19.0,10.14889156509222,10,30,17,17,17,17.0,17.0,0.0,10,44,27.5,27.333333333333332,12.738393409950357,19
2016-10-25 06:20:00,1,1,"[06:20:00,06:40:00)",54,25,6,20,1,0,1,37.0,0.0,47.714285714285715,6.5246784266681335,51.333333333333336,13.203534880225572,37,63,54,47,54,50.5,50.5,4.949747468305833,37,133,65.0,75.5,34.73182978191618,19
2016-10-25 06:20:00,2,0,"[06:20:00,06:40:00)",27,25,6,20,1,0,1,29.0,0.0,24.0,13.686976778431873,32.0,7.0,27,40,29,27,36,31.5,31.5,6.363961030678928,27,98,61.5,61.666666666666664,33.15217438821573,19
2016-10-25 06:20:00,3,0,"[06:20:00,06:40:00)",48,25,6,20,1,0,1,28.0,0.0,45.42857142857143,6.876460883747853,56.0,32.7414110874898,28,92,48,42,48,45.0,45.0,4.242640687119285,28,139,110.5,94.5,47.10307845565935,19
2016-10-25 06:20:00,3,1,"[06:20:00,06:40:00)",31,25,6,20,1,0,1,30.0,0.0,28.857142857142854,5.698788509515902,34.333333333333336,6.658328118479392,30,42,31,29,31,30.0,30.0,1.4142135623730951,30,89,52.0,56.333333333333336,26.097254006248757,19
2016-10-25 06:40:00,1,0,"[06:40:00,07:00:00)",30,25,6,40,1,0,1,17.0,10.0,28.714285714285715,14.941154414505437,19.0,10.14889156509222,10,30,17,21,30,25.5,25.5,6.363961030678928,10,44,27.5,27.333333333333332,12.738393409950357,20
2016-10-25 06:40:00,1,1,"[06:40:00,07:00:00)",63,25,6,40,1,0,1,54.0,37.0,60.42857142857143,7.2078000077957896,51.333333333333336,13.203534880225572,37,63,54,63,72,67.5,67.5,6.363961030678928,37,133,65.0,75.5,34.73182978191618,20
2016-10-25 06:40:00,2,0,"[06:40:00,07:00:00)",40,25,6,40,1,0,1,27.0,29.0,34.57142857142857,17.77504939380988,32.0,7.0,27,40,29,40,46,43.0,43.0,4.242640687119285,27,98,61.5,61.666666666666664,33.15217438821573,20
2016-10-25 06:40:00,3,0,"[06:40:00,07:00:00)",92,25,6,40,1,0,1,48.0,28.0,70.71428571428571,12.802529511966062,56.0,32.7414110874898,28,92,48,85,92,88.5,88.5,4.949747468305833,28,139,110.5,94.5,47.10307845565935,20
2016-10-25 06:40:00,3,1,"[06:40:00,07:00:00)",42,25,6,40,1,0,1,31.0,30.0,41.142857142857146,9.58172864411865,34.333333333333336,6.658328118479392,30,42,31,42,50,46.0,46.0,5.656854249492381,30,89,52.0,56.333333333333336,26.097254006248757,20
2016-10-25 07:00:00,1,0,"[07:00:00,07:20:00)",25,25,7,0,1,0,1,30.0,17.0,39.285714285714285,26.20886800120833,35.666666666666664,9.71253485622231,25,44,38,25,31,28.0,28.0,4.242640687119285,10,44,27.5,27.333333333333332,12.738393409950357,21
2016-10-25 07:00:00,1,1,"[07:00:00,07:20:00)",67,25,7,0,1,0,1,63.0,54.0,70.42857142857143,11.956269524913738,99.66666666666667,33.005050118630834,67,133,99,67,68,67.5,67.5,0.7071067811865476,37,133,65.0,75.5,34.73182978191618,21
2016-10-25 07:00:00,2,0,"[07:00:00,07:20:00)",83,25,7,0,1,0,1,40.0,27.0,52.85714285714285,27.7634566257432,91.33333333333333,7.637626158259734,83,98,93,83,83,83.0,83.0,0.0,27,98,61.5,61.666666666666664,33.15217438821573,21
2016-10-25 07:00:00,3,0,"[07:00:00,07:20:00)",129,25,7,0,1,0,1,92.0,48.0,111.57142857142857,31.55343162984096,133.0,5.291502622129181,129,139,131,114,129,121.5,121.5,10.606601717798213,28,139,110.5,94.5,47.10307845565935,21
2016-10-25 07:00:00,3,1,"[07:00:00,07:20:00)",62,25,7,0,1,0,1,42.0,31.0,56.85714285714285,6.618876325292972,78.33333333333333,14.364307617610162,62,89,84,56,62,59.0,59.0,4.242640687119285,30,89,52.0,56.333333333333336,26.097254006248757,21
2016-10-25 07:20:00,1,0,"[07:20:00,07:40:00)",38,25,7,20,1,0,1,25.0,30.0,45.42857142857143,23.308490176022005,35.666666666666664,9.71253485622231,25,44,38,28,38,33.0,33.0,7.0710678118654755,10,44,27.5,27.333333333333332,12.738393409950357,22
2016-10-25 07:20:00,1,1,"[07:20:00,07:40:00)",99,25,7,20,1,0,1,67.0,63.0,90.85714285714286,11.922367933546472,99.66666666666667,33.005050118630834,67,133,99,94,99,96.5,96.5,3.5355339059327378,37,133,65.0,75.5,34.73182978191618,22
2016-10-25 07:20:00,2,0,"[07:20:00,07:40:00)",98,25,7,20,1,0,1,83.0,40.0,67.42857142857143,33.11020559111215,91.33333333333333,7.637626158259734,83,98,93,87,98,92.5,92.5,7.7781745930520225,27,98,61.5,61.666666666666664,33.15217438821573,22
2016-10-25 07:20:00,3,0,"[07:20:00,07:40:00)",131,25,7,20,1,0,1,129.0,92.0,112.85714285714286,30.899992294651533,133.0,5.291502622129181,129,139,131,131,131,131.0,131.0,0.0,28,139,110.5,94.5,47.10307845565935,22
2016-10-25 07:20:00,3,1,"[07:20:00,07:40:00)",89,25,7,20,1,0,1,62.0,42.0,75.57142857142857,14.931590034299125,78.33333333333333,14.364307617610162,62,89,84,77,89,83.0,83.0,8.48528137423857,30,89,52.0,56.333333333333336,26.097254006248757,22
2016-10-25 07:40:00,1,0,"[07:40:00,08:00:00)",44,25,7,40,1,0,1,38.0,25.0,54.42857142857143,27.054618477302185,35.666666666666664,9.71253485622231,25,44,38,44,47,45.5,45.5,2.1213203435596424,10,44,27.5,27.333333333333332,12.738393409950357,23
2016-10-25 07:40:00,1,1,"[07:40:00,08:00:00)",133,25,7,40,1,0,1,99.0,67.0,104.14285714285714,21.698145630664477,99.66666666666667,33.005050118630834,67,133,99,105,133,119.0,119.0,19.79898987322333,37,133,65.0,75.5,34.73182978191618,23
2016-10-25 07:40:00,2,0,"[07:40:00,08:00:00)",93,25,7,40,1,0,1,98.0,83.0,76.85714285714286,33.78080604637576,91.33333333333333,7.637626158259734,83,98,93,93,97,95.0,95.0,2.8284271247461903,27,98,61.5,61.666666666666664,33.15217438821573,23
2016-10-25 07:40:00,3,0,"[07:40:00,08:00:00)",139,25,7,40,1,0,1,131.0,129.0,129.71428571428572,29.26154635760207,133.0,5.291502622129181,129,139,131,139,164,151.5,151.5,17.67766952966369,28,139,110.5,94.5,47.10307845565935,23
2016-10-25 07:40:00,3,1,"[07:40:00,08:00:00)",84,25,7,40,1,0,1,89.0,62.0,81.0,16.103829772241554,78.33333333333333,14.364307617610162,62,89,84,84,91,87.5,87.5,4.949747468305833,30,89,52.0,56.333333333333336,26.097254006248757,23
2016-10-25 15:00:00,1,0,"[15:00:00,15:20:00)",52,25,15,0,1,0,0,44.0,38.0,66.85714285714286,30.612789110808848,47.333333333333336,4.163331998932266,44,52,46,52,52,52.0,52.0,0.0,40,52,48.0,47.0,4.516635916254486,45
2016-10-25 15:00:00,1,1,"[15:00:00,15:20:00)",92,25,15,0,1,0,0,133.0,99.0,97.71428571428572,8.22018421760903,97.33333333333333,11.930353445448853,89,111,92,72,92,82.0,82.0,14.142135623730951,89,113,107.5,103.33333333333333,10.211105065891088,45
2016-10-25 15:00:00,2,0,"[15:00:00,15:20:00)",77,25,15,0,1,0,0,93.0,98.0,58.714285714285715,32.99855696700632,81.0,17.349351572897472,66,100,77,74,77,75.5,75.5,2.1213203435596424,66,100,77.5,78.83333333333333,12.089940722214756,45
2016-10-25 15:00:00,3,0,"[15:00:00,15:20:00)",125,25,15,0,1,0,0,139.0,131.0,127.85714285714286,16.375068156891967,124.0,1.0,123,125,124,116,125,120.5,120.5,6.363961030678928,118,141,124.5,126.16666666666667,7.782458908768272,45
2016-10-25 15:00:00,3,1,"[15:00:00,15:20:00)",79,25,15,0,1,0,0,84.0,89.0,102.71428571428572,32.993505854507625,87.0,12.165525060596439,79,101,81,79,81,80.0,80.0,1.4142135623730951,79,104,97.0,93.16666666666667,10.571975532825766,45
2016-10-25 15:20:00,1,0,"[15:20:00,15:40:00)",44,25,15,20,1,0,0,52.0,44.0,62.28571428571429,35.42463495796057,47.333333333333336,4.163331998932266,44,52,46,38,44,41.0,41.0,4.242640687119285,40,52,48.0,47.0,4.516635916254486,46
2016-10-25 15:20:00,1,1,"[15:20:00,15:40:00)",111,25,15,20,1,0,0,92.0,133.0,103.85714285714286,17.948338562186112,97.33333333333333,11.930353445448853,89,111,92,102,111,106.5,106.5,6.363961030678928,89,113,107.5,103.33333333333333,10.211105065891088,46
2016-10-25 15:20:00,2,0,"[15:20:00,15:40:00)",66,25,15,20,1,0,0,77.0,93.0,56.28571428571429,27.79516915889214,81.0,17.349351572897472,66,100,77,66,78,72.0,72.0,8.48528137423857,66,100,77.5,78.83333333333333,12.089940722214756,46
2016-10-25 15:20:00,3,0,"[15:20:00,15:40:00)",123,25,15,20,1,0,0,125.0,139.0,119.71428571428572,22.603202470109448,124.0,1.0,123,125,124,87,123,105.0,105.0,25.45584412271571,118,141,124.5,126.16666666666667,7.782458908768272,46
