tollgate_id,time_window,direction,volume
1,"[06:00:00,06:20:00)",0,17.797101449275363
1,"[06:00:00,06:20:00)",1,39.972696245733786
2,"[06:00:00,06:20:00)",0,32.3312101910828
3,"[06:00:00,06:20:00)",0,41.529411764705884
3,"[06:00:00,06:20:00)",1,32.98218262806236
1,"[06:20:00,06:40:00)",0,18.15267175572519
1,"[06:20:00,06:40:00)",1,44.63865546218487
2,"[06:20:00,06:40:00)",0,34.855530474040634
3,"[06:20:00,06:40:00)",0,47.643802647412755
3,"[06:20:00,06:40:00)",1,35.66723549488054
1,"[06:40:00,07:00:00)",0,19.0
1,"[06:40:00,07:00:00)",1,55.333333333333336
2,"[06:40:00,07:00:00)",0,35.40108401084011
3,"[06:40:00,07:00:00)",0,68.675
3,"[06:40:00,07:00:00)",1,38.197292069632496
1,"[07:00:00,07:20:00)",0,35.575581395348834
1,"[07:00:00,07:20:00)",1,83.25
2,"[07:00:00,07:20:00)",0,91.57466063348416
3,"[07:00:00,07:20:00)",0,124.80701754385964
3,"[07:00:00,07:20:00)",1,74.8044164037855
1,"[07:20:00,07:40:00)",0,34.55555555555556
1,"[07:20:00,07:40:00)",1,92.15683732987686
2,"[07:20:00,07:40:00)",0,93.976
3,"[07:20:00,07:40:00)",0,130.5047619047619
3,"[07:20:00,07:40:00)",1,80.02938557435441
1,"[07:40:00,08:00:00)",0,35.79545454545455
1,"[07:40:00,08:00:00)",1,99.27749404153899
2,"[07:40:00,08:00:00)",0,98.43984600577478
3,"[07:40:00,08:00:00)",0,139.89298043728422
3,"[07:40:00,08:00:00)",1,80.15492957746478
1,"[15:00:00,15:20:00)",0,48.5
1,"[15:00:00,15:20:00)",1,100.48104956268222
2,"[15:00:00,15:20:00)",0,83.01973684210526
3,"[15:00:00,15:20:00)",0,122.42155009451795
3,"[15:00:00,15:20:00)",1,91.47769230769231
1,"[15:20:00,15:40:00)",0,49.0
1,"[15:20:00,15:40:00)",1,99.44705882352942
2,"[15:20:00,15:40:00)",0,83.56993339676498
3,"[15:20:00,15:40:00)",0,123.28902953586498
3,"[15:20:00,15:40:00)",1,90.3801652892562
1,"[15:40:00,16:00:00)",0,47.666666666666664
1,"[15:40:00,16:00:00)",1,104.44184981684981
2,"[15:40:00,16:00:00)",0,82.80871670702179
3,"[15:40:00,16:00:00)",0,122.8
3,"[15:40:00,16:00:00)",1,90.42071611253196
1,"[16:00:00,16:20:00)",0,46.148839841539335
1,"[16:00:00,16:20:00)",1,111.3189448441247
2,"[16:00:00,16:20:00)",0,81.71105826397147
3,"[16:00:00,16:20:00)",0,126.118399110617
3,"[16:00:00,16:20:00)",1,104.08466686063427
1,"[16:20:00,16:40:00)",0,47.400728597449906
1,"[16:20:00,16:40:00)",1,111.3189448441247
2,"[16:20:00,16:40:00)",0,80.15492957746478
3,"[16:20:00,16:40:00)",0,128.09047411918226
3,"[16:20:00,16:40:00)",1,102.86206896551724
1,"[16:40:00,17:00:00)",0,44.333333333333336
1,"[16:40:00,17:00:00)",1,111.4293059125964
2,"[16:40:00,17:00:00)",0,81.62442040185472
3,"[16:40:00,17:00:00)",0,126.77710843373494
3,"[16:40:00,17:00:00)",1,105.87854251012146
1,"[06:00:00,06:20:00)",0,19.189393939393938
1,"[06:00:00,06:20:00)",1,47.27433628318584
2,"[06:00:00,06:20:00)",0,33.264150943396224
