tollgate_id,time_window,direction,volume,time,date,hour,miniute,am_pm,0,1,2,3,4,5,period_num,precipitation,rel_humidity
1,2016-09-19 06:05:00,0,10,2016-09-19 06:05:00,2016-09-19,6,5,1,14,7,7,14,11,9,0.25,0.0,56.0
1,2016-09-19 06:25:00,0,18,2016-09-19 06:25:00,2016-09-19,6,25,1,14,7,7,14,11,9,1.25,0.0,56.0
1,2016-09-19 06:45:00,0,32,2016-09-19 06:45:00,2016-09-19,6,45,1,14,7,7,14,11,9,2.25,0.0,56.0
1,2016-09-19 07:05:00,0,41,2016-09-19 07:05:00,2016-09-19,7,5,1,14,7,7,14,11,9,0.25,,
1,2016-09-19 07:25:00,0,31,2016-09-19 07:25:00,2016-09-19,7,25,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 07:45:00,0,40,2016-09-19 07:45:00,2016-09-19,7,45,1,14,7,7,14,11,9,2.25,,
1,2016-09-19 15:05:00,0,46,2016-09-19 15:05:00,2016-09-19,15,5,0,59,63,54,56,48,52,0.25,0.0,80.0
1,2016-09-19 15:25:00,0,58,2016-09-19 15:25:00,2016-09-19,15,25,0,59,63,54,56,48,52,1.25,0.0,80.0
1,2016-09-19 15:45:00,0,43,2016-09-19 15:45:00,2016-09-19,15,45,0,59,63,54,56,48,52,2.25,0.0,80.0
1,2016-09-19 16:05:00,0,43,2016-09-19 16:05:00,2016-09-19,16,5,0,59,63,54,56,48,52,0.25,,
1,2016-09-19 16:25:00,0,46,2016-09-19 16:25:00,2016-09-19,16,25,0,59,63,54,56,48,52,1.25,,
1,2016-09-19 16:45:00,0,51,2016-09-19 16:45:00,2016-09-19,16,45,0,59,63,54,56,48,52,2.25,,
1,2016-09-20 06:05:00,0,20,2016-09-20 06:05:00,2016-09-20,6,5,1,12,10,9,5,5,4,0.25,0.0,43.0
1,2016-09-20 06:25:00,0,15,2016-09-20 06:25:00,2016-09-20,6,25,1,12,10,9,5,5,4,1.25,0.0,43.0
1,2016-09-20 06:45:00,0,34,2016-09-20 06:45:00,2016-09-20,6,45,1,12,10,9,5,5,4,2.25,0.0,43.0
1,2016-09-20 07:05:00,0,35,2016-09-20 07:05:00,2016-09-20,7,5,1,12,10,9,5,5,4,0.25,,
1,2016-09-20 07:25:00,0,32,2016-09-20 07:25:00,2016-09-20,7,25,1,12,10,9,5,5,4,1.25,,
1,2016-09-20 07:45:00,0,42,2016-09-20 07:45:00,2016-09-20,7,45,1,12,10,9,5,5,4,2.25,,
1,2016-09-20 15:05:00,0,74,2016-09-20 15:05:00,2016-09-20,15,5,0,92,83,83,80,89,64,0.25,0.0,65.0
1,2016-09-20 15:25:00,0,62,2016-09-20 15:25:00,2016-09-20,15,25,0,92,83,83,80,89,64,1.25,0.0,65.0
1,2016-09-20 15:45:00,0,71,2016-09-20 15:45:00,2016-09-20,15,45,0,92,83,83,80,89,64,2.25,0.0,65.0
