tollgate_id,time_window,direction,volume,time,date,hour,miniute,am_pm,0,1,2,3,4,5,period_num,precipitation,rel_humidity
1,2016-09-19 06:00:00,0,8,2016-09-19 06:00:00,2016-09-19,6,0,1,13,6,9,10,14,10,0.0,0.0,56.0
1,2016-09-19 06:20:00,0,13,2016-09-19 06:20:00,2016-09-19,6,20,1,13,6,9,10,14,10,1.0,0.0,56.0
1,2016-09-19 06:40:00,0,32,2016-09-19 06:40:00,2016-09-19,6,40,1,13,6,9,10,14,10,2.0,0.0,56.0
1,2016-09-19 07:00:00,0,39,2016-09-19 07:00:00,2016-09-19,7,0,1,13,6,9,10,14,10,0.0,,
1,2016-09-19 07:20:00,0,31,2016-09-19 07:20:00,2016-09-19,7,20,1,13,6,9,10,14,10,1.0,,
1,2016-09-19 07:40:00,0,43,2016-09-19 07:40:00,2016-09-19,7,40,1,13,6,9,10,14,10,2.0,,
1,2016-09-19 15:00:00,0,48,2016-09-19 15:00:00,2016-09-19,15,0,0,57,61,53,55,52,52,0.0,0.0,80.0
1,2016-09-19 15:20:00,0,57,2016-09-19 15:20:00,2016-09-19,15,20,0,57,61,53,55,52,52,1.0,0.0,80.0
1,2016-09-19 15:40:00,0,43,2016-09-19 15:40:00,2016-09-19,15,40,0,57,61,53,55,52,52,2.0,0.0,80.0
1,2016-09-19 16:00:00,0,42,2016-09-19 16:00:00,2016-09-19,16,0,0,57,61,53,55,52,52,0.0,,
1,2016-09-19 16:20:00,0,46,2016-09-19 16:20:00,2016-09-19,16,20,0,57,61,53,55,52,52,1.0,,
1,2016-09-19 16:40:00,0,55,2016-09-19 16:40:00,2016-09-19,16,40,0,57,61,53,55,52,52,2.0,,
1,2016-09-20 06:00:00,0,13,2016-09-20 06:00:00,2016-09-20,6,0,1,14,13,7,6,5,5,0.0,0.0,43.0
1,2016-09-20 06:20:00,0,20,2016-09-20 06:20:00,2016-09-20,6,20,1,14,13,7,6,5,5,1.0,0.0,43.0
1,2016-09-20 06:40:00,0,29,2016-09-20 06:40:00,2016-09-20,6,40,1,14,13,7,6,5,5,2.0,0.0,43.0
1,2016-09-20 07:00:00,0,38,2016-09-20 07:00:00,2016-09-20,7,0,1,14,13,7,6,5,5,0.0,,
1,2016-09-20 07:20:00,0,30,2016-09-20 07:20:00,2016-09-20,7,20,1,14,13,7,6,5,5,1.0,,
1,2016-09-20 07:40:00,0,31,2016-09-20 07:40:00,2016-09-20,7,40,1,14,13,7,6,5,5,2.0,,
1,2016-09-20 15:00:00,0,71,2016-09-20 15:00:00,2016-09-20,15,0,0,98,82,84,81,90,67,0.0,0.0,65.0
1,2016-09-20 15:20:00,0,64,2016-09-20 15:20:00,2016-09-20,15,20,0,98,82,84,81,90,67,1.0,0.0,65.0
1,2016-09-20 15:40:00,0,73,2016-09-20 15:40:00,2016-09-20,15,40,0,98,82,84,81,90,67,2.0,0.0,65.0
1,2016-09-20 16:00:00,0,48,2016-09-20 16:00:00,2016-09-20,16,0,0,98,82,84,81,90,67,0.0,,
1,2016-09-20 16:20:00,0,57,2016-09-20 16:20:00,2016-09-20,16,20,0,98,82,84,81,90,67,1.0,,
1,2016-09-20 16:40:00,0,48,2016-09-20 16:40:00,2016-09-20,16,40,0,98,82,84,81,90,67,2.0,,
1,2016-09-21 06:00:00,0,36,2016-09-21 06:00:00,2016-09-21,6,0,1,12,6,7,7,4,6,0.0,0.0,56.0
1,2016-09-21 06:20:00,0,41,2016-09-21 06:20:00,2016-09-21,6,20,1,12,6,7,7,4,6,1.0,0.0,56.0
1,2016-09-21 06:40:00,0,75,2016-09-21 06:40:00,2016-09-21,6,40,1,12,6,7,7,4,6,2.0,0.0,56.0
1,2016-09-21 07:00:00,0,78,2016-09-21 07:00:00,2016-09-21,7,0,1,12,6,7,7,4,6,0.0,,
1,2016-09-21 07:20:00,0,84,2016-09-21 07:20:00,2016-09-21,7,20,1,12,6,7,7,4,6,1.0,,
1,2016-09-21 07:40:00,0,95,2016-09-21 07:40:00,2016-09-21,7,40,1,12,6,7,7,4,6,2.0,,
1,2016-09-21 15:00:00,0,48,2016-09-21 15:00:00,2016-09-21,15,0,0,44,41,51,53,43,54,0.0,0.0,93.0
1,2016-09-21 15:20:00,0,46,2016-09-21 15:20:00,2016-09-21,15,20,0,44,41,51,53,43,54,1.0,0.0,93.0
1,2016-09-21 15:40:00,0,49,2016-09-21 15:40:00,2016-09-21,15,40,0,44,41,51,53,43,54,2.0,0.0,93.0
1,2016-09-21 16:00:00,0,46,2016-09-21 16:00:00,2016-09-21,16,0,0,44,41,51,53,43,54,0.0,,
1,2016-09-21 16:20:00,0,45,2016-09-21 16:20:00,2016-09-21,16,20,0,44,41,51,53,43,54,1.0,,
1,2016-09-21 16:40:00,0,46,2016-09-21 16:40:00,2016-09-21,16,40,0,44,41,51,53,43,54,2.0,,
1,2016-09-22 06:00:00,0,6,2016-09-22 06:00:00,2016-09-22,6,0,1,17,5,16,6,9,12,0.0,0.0,54.0
1,2016-09-22 06:20:00,0,10,2016-09-22 06:20:00,2016-09-22,6,20,1,17,5,16,6,9,12,1.0,0.0,54.0
1,2016-09-22 06:40:00,0,36,2016-09-22 06:40:00,2016-09-22,6,40,1,17,5,16,6,9,12,2.0,0.0,54.0
1,2016-09-22 07:00:00,0,28,2016-09-22 07:00:00,2016-09-22,7,0,1,17,5,16,6,9,12,0.0,,
1,2016-09-22 07:20:00,0,40,2016-09-22 07:20:00,2016-09-22,7,20,1,17,5,16,6,9,12,1.0,,
1,2016-09-22 07:40:00,0,34,2016-09-22 07:40:00,2016-09-22,7,40,1,17,5,16,6,9,12,2.0,,
1,2016-09-22 15:00:00,0,61,2016-09-22 15:00:00,2016-09-22,15,0,0,46,64,41,58,41,33,0.0,0.0,80.0
1,2016-09-22 15:20:00,0,48,2016-09-22 15:20:00,2016-09-22,15,20,0,46,64,41,58,41,33,1.0,0.0,80.0
1,2016-09-22 15:40:00,0,57,2016-09-22 15:40:00,2016-09-22,15,40,0,46,64,41,58,41,33,2.0,0.0,80.0
1,2016-09-22 16:00:00,0,58,2016-09-22 16:00:00,2016-09-22,16,0,0,46,64,41,58,41,33,0.0,,
1,2016-09-22 16:20:00,0,52,2016-09-22 16:20:00,2016-09-22,16,20,0,46,64,41,58,41,33,1.0,,
1,2016-09-22 16:40:00,0,42,2016-09-22 16:40:00,2016-09-22,16,40,0,46,64,41,58,41,33,2.0,,
1,2016-09-23 06:00:00,0,12,2016-09-23 06:00:00,2016-09-23,6,0,1,10,11,8,9,5,7,0.0,0.0,53.0
1,2016-09-23 06:20:00,0,17,2016-09-23 06:20:00,2016-09-23,6,20,1,10,11,8,9,5,7,1.0,0.0,53.0
1,2016-09-23 06:40:00,0,32,2016-09-23 06:40:00,2016-09-23,6,40,1,10,11,8,9,5,7,2.0,0.0,53.0
1,2016-09-23 07:00:00,0,28,2016-09-23 07:00:00,2016-09-23,7,0,1,10,11,8,9,5,7,0.0,,
1,2016-09-23 07:20:00,0,41,2016-09-23 07:20:00,2016-09-23,7,20,1,10,11,8,9,5,7,1.0,,
1,2016-09-23 07:40:00,0,42,2016-09-23 07:40:00,2016-09-23,7,40,1,10,11,8,9,5,7,2.0,,
1,2016-09-23 15:00:00,0,47,2016-09-23 15:00:00,2016-09-23,15,0,0,57,67,45,58,53,59,0.0,0.0,79.0
1,2016-09-23 15:20:00,0,66,2016-09-23 15:20:00,2016-09-23,15,20,0,57,67,45,58,53,59,1.0,0.0,79.0
1,2016-09-23 15:40:00,0,78,2016-09-23 15:40:00,2016-09-23,15,40,0,57,67,45,58,53,59,2.0,0.0,79.0
1,2016-09-23 16:00:00,0,76,2016-09-23 16:00:00,2016-09-23,16,0,0,57,67,45,58,53,59,0.0,,
1,2016-09-23 16:20:00,0,86,2016-09-23 16:20:00,2016-09-23,16,20,0,57,67,45,58,53,59,1.0,,
1,2016-09-23 16:40:00,0,44,2016-09-23 16:40:00,2016-09-23,16,40,0,57,67,45,58,53,59,2.0,,
1,2016-09-24 06:00:00,0,8,2016-09-24 06:00:00,2016-09-24,6,0,1,9,12,6,14,6,10,0.0,0.0,55.0
1,2016-09-24 06:20:00,0,19,2016-09-24 06:20:00,2016-09-24,6,20,1,9,12,6,14,6,10,1.0,0.0,55.0
