tollgate_id,time_window,direction,volume,time,date,hour,miniute,am_pm,0,1,2,3,4,5,period_num,precipitation,rel_humidity
1,2016-09-19 00:05:00,0,14,2016-09-19 00:05:00,2016-09-19,0,5,1,14,7,7,14,11,9,0.25,0.0,76.0
1,2016-09-19 00:25:00,0,7,2016-09-19 00:25:00,2016-09-19,0,25,1,14,7,7,14,11,9,1.25,0.0,76.0
1,2016-09-19 00:45:00,0,7,2016-09-19 00:45:00,2016-09-19,0,45,1,14,7,7,14,11,9,2.25,0.0,76.0
1,2016-09-19 01:05:00,0,14,2016-09-19 01:05:00,2016-09-19,1,5,1,14,7,7,14,11,9,0.25,,
1,2016-09-19 01:25:00,0,11,2016-09-19 01:25:00,2016-09-19,1,25,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 01:45:00,0,9,2016-09-19 01:45:00,2016-09-19,1,45,1,14,7,7,14,11,9,2.25,,
1,2016-09-19 02:05:00,0,11,2016-09-19 02:05:00,2016-09-19,2,5,1,14,7,7,14,11,9,0.25,,
1,2016-09-19 02:25:00,0,8,2016-09-19 02:25:00,2016-09-19,2,25,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 02:45:00,0,5,2016-09-19 02:45:00,2016-09-19,2,45,1,14,7,7,14,11,9,2.25,,
1,2016-09-19 03:05:00,0,9,2016-09-19 03:05:00,2016-09-19,3,5,1,14,7,7,14,11,9,0.25,0.0,67.0
1,2016-09-19 03:25:00,0,3,2016-09-19 03:25:00,2016-09-19,3,25,1,14,7,7,14,11,9,1.25,0.0,67.0
1,2016-09-19 03:45:00,0,10,2016-09-19 03:45:00,2016-09-19,3,45,1,14,7,7,14,11,9,2.25,0.0,67.0
1,2016-09-19 04:05:00,0,10,2016-09-19 04:05:00,2016-09-19,4,5,1,14,7,7,14,11,9,0.25,,
1,2016-09-19 04:25:00,0,14,2016-09-19 04:25:00,2016-09-19,4,25,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 04:45:00,0,10,2016-09-19 04:45:00,2016-09-19,4,45,1,14,7,7,14,11,9,2.25,,
1,2016-09-19 05:05:00,0,1,2016-09-19 05:05:00,2016-09-19,5,5,1,14,7,7,14,11,9,0.25,,
1,2016-09-19 05:25:00,0,11,2016-09-19 05:25:00,2016-09-19,5,25,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 05:45:00,0,11,2016-09-19 05:45:00,2016-09-19,5,45,1,14,7,7,14,11,9,2.25,,
1,2016-09-19 06:05:00,0,10,2016-09-19 06:05:00,2016-09-19,6,5,1,14,7,7,14,11,9,0.25,0.0,56.0
1,2016-09-19 06:25:00,0,18,2016-09-19 06:25:00,2016-09-19,6,25,1,14,7,7,14,11,9,1.25,0.0,56.0
1,2016-09-19 06:45:00,0,32,2016-09-19 06:45:00,2016-09-19,6,45,1,14,7,7,14,11,9,2.25,0.0,56.0
1,2016-09-19 07:05:00,0,41,2016-09-19 07:05:00,2016-09-19,7,5,1,14,7,7,14,11,9,0.25,,
1,2016-09-19 07:25:00,0,31,2016-09-19 07:25:00,2016-09-19,7,25,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 07:45:00,0,40,2016-09-19 07:45:00,2016-09-19,7,45,1,14,7,7,14,11,9,2.25,,
1,2016-09-19 08:05:00,0,49,2016-09-19 08:05:00,2016-09-19,8,5,1,14,7,7,14,11,9,1.25,,
1,2016-09-19 08:25:00,0,52,2016-09-19 08:25:00,2016-09-19,8,25,1,14,7,7,14,11,9,2.25,,
