tollgate_id,time_window,direction,volume
3,2016-10-25 08:00:00,1,62.202138095238084
3,2016-10-25 08:20:00,1,61.54450476190475
3,2016-10-25 08:40:00,1,64.25483809523809
3,2016-10-25 09:00:00,1,63.22521428571427
3,2016-10-25 09:20:00,1,62.202138095238084
3,2016-10-25 09:40:00,1,61.54450476190475
3,2016-10-25 17:00:00,1,56.45533809523809
3,2016-10-25 17:20:00,1,56.42597142857142
3,2016-10-25 17:40:00,1,58.46030476190475
3,2016-10-25 18:00:00,1,55.683880952380946
3,2016-10-25 18:20:00,1,54.17234761904761
3,2016-10-25 18:40:00,1,53.85334761904761
3,2016-10-26 08:00:00,1,62.202138095238084
3,2016-10-26 08:20:00,1,61.54450476190475
3,2016-10-26 08:40:00,1,64.25483809523809
3,2016-10-26 09:00:00,1,63.22521428571427
3,2016-10-26 09:20:00,1,62.202138095238084
3,2016-10-26 09:40:00,1,61.54450476190475
3,2016-10-26 17:00:00,1,56.45533809523809
3,2016-10-26 17:20:00,1,56.42597142857142
3,2016-10-26 17:40:00,1,58.46030476190475
3,2016-10-26 18:00:00,1,55.683880952380946
3,2016-10-26 18:20:00,1,54.17234761904761
3,2016-10-26 18:40:00,1,53.85334761904761
3,2016-10-27 08:00:00,1,62.202138095238084
3,2016-10-27 08:20:00,1,61.54450476190475
3,2016-10-27 08:40:00,1,64.25483809523809
3,2016-10-27 09:00:00,1,63.22521428571427
3,2016-10-27 09:20:00,1,62.202138095238084
3,2016-10-27 09:40:00,1,61.54450476190475
3,2016-10-27 17:00:00,1,56.45533809523809
3,2016-10-27 17:20:00,1,56.42597142857142
3,2016-10-27 17:40:00,1,58.46030476190475
3,2016-10-27 18:00:00,1,55.683880952380946
3,2016-10-27 18:20:00,1,54.17234761904761
3,2016-10-27 18:40:00,1,53.85334761904761
3,2016-10-28 08:00:00,1,62.202138095238084
3,2016-10-28 08:20:00,1,61.54450476190475
3,2016-10-28 08:40:00,1,64.25483809523809
3,2016-10-28 09:00:00,1,63.22521428571427
3,2016-10-28 09:20:00,1,62.202138095238084
3,2016-10-28 09:40:00,1,61.54450476190475
3,2016-10-28 17:00:00,1,56.45533809523809
3,2016-10-28 17:20:00,1,56.42597142857142
3,2016-10-28 17:40:00,1,58.46030476190475
3,2016-10-28 18:00:00,1,55.683880952380946
3,2016-10-28 18:20:00,1,54.17234761904761
3,2016-10-28 18:40:00,1,53.85334761904761
3,2016-10-29 08:00:00,1,46.60049047619048
3,2016-10-29 08:20:00,1,46.756523809523834
3,2016-10-29 08:40:00,1,46.511890476190494
3,2016-10-29 09:00:00,1,47.82353333333334
3,2016-10-29 09:20:00,1,46.60049047619048
3,2016-10-29 09:40:00,1,46.756523809523834
3,2016-10-29 17:00:00,1,42.592357142857146
3,2016-10-29 17:20:00,1,42.98682380952382
3,2016-10-29 17:40:00,1,42.602257142857155
3,2016-10-29 18:00:00,1,43.53516666666667
3,2016-10-29 18:20:00,1,42.592357142857146
3,2016-10-29 18:40:00,1,42.98682380952382
3,2016-10-30 08:00:00,1,46.60049047619048
3,2016-10-30 08:20:00,1,46.756523809523834
3,2016-10-30 08:40:00,1,46.511890476190494
3,2016-10-30 09:00:00,1,47.82353333333334
3,2016-10-30 09:20:00,1,46.60049047619048
3,2016-10-30 09:40:00,1,46.756523809523834
3,2016-10-30 17:00:00,1,42.592357142857146
3,2016-10-30 17:20:00,1,42.98682380952382
3,2016-10-30 17:40:00,1,42.602257142857155
3,2016-10-30 18:00:00,1,43.53516666666667
3,2016-10-30 18:20:00,1,42.592357142857146
3,2016-10-30 18:40:00,1,42.98682380952382
3,2016-10-31 08:00:00,1,62.202138095238084
3,2016-10-31 08:20:00,1,61.54450476190475
3,2016-10-31 08:40:00,1,64.25483809523809
3,2016-10-31 09:00:00,1,63.22521428571427
3,2016-10-31 09:20:00,1,62.202138095238084
3,2016-10-31 09:40:00,1,61.54450476190475
3,2016-10-31 17:00:00,1,56.45533809523809
3,2016-10-31 17:20:00,1,56.42597142857142
3,2016-10-31 17:40:00,1,58.46030476190475
3,2016-10-31 18:00:00,1,57.28218095238094
3,2016-10-31 18:20:00,1,56.45533809523809
3,2016-10-31 18:40:00,1,56.42597142857142
