time_start,volume,direction,tollgate_id,time_window,weekday,weekend,hour,date,volume_anterior,volume_anterior_2,media_volume,desvio_padrao,am_pm,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016-09-19 00:10:00,11,0,1,"[00:10:00,00:30:00)",1,0,0,2016-09-19,0.0,0.0,11.333333333333336,3.777124126457412,1,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0
2016-09-19 00:30:00,9,0,1,"[00:30:00,00:50:00)",1,0,0,2016-09-19,11.0,0.0,10.5,1.8708286933869709,1,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0
2016-09-19 00:50:00,4,0,1,"[00:50:00,01:10:00)",1,0,0,2016-09-19,9.0,11.0,7.0,3.4641016151377544,1,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0
2016-09-19 01:10:00,17,0,1,"[01:10:00,01:30:00)",1,0,1,2016-09-19,4.0,9.0,7.0,5.9329587896765315,1,,,,,,,
2016-09-19 01:30:00,9,0,1,"[01:30:00,01:50:00)",1,0,1,2016-09-19,17.0,4.0,6.833333333333332,2.3166067138525412,1,,,,,,,
2016-09-19 01:50:00,10,0,1,"[01:50:00,02:10:00)",1,0,1,2016-09-19,9.0,17.0,8.0,2.449489742783178,1,,,,,,,
2016-09-19 02:10:00,10,0,1,"[02:10:00,02:30:00)",1,0,2,2016-09-19,10.0,9.0,7.333333333333332,1.7511900715418265,1,,,,,,,
2016-09-19 02:30:00,8,0,1,"[02:30:00,02:50:00)",1,0,2,2016-09-19,10.0,10.0,6.5,3.0166206257996717,1,,,,,,,
2016-09-19 02:50:00,6,0,1,"[02:50:00,03:10:00)",1,0,2,2016-09-19,8.0,10.0,7.333333333333332,1.5055453054181618,1,,,,,,,
2016-09-19 03:10:00,7,0,1,"[03:10:00,03:30:00)",1,0,3,2016-09-19,6.0,8.0,6.166666666666668,1.834847859269718,1,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:30:00,7,0,1,"[03:30:00,03:50:00)",1,0,3,2016-09-19,7.0,6.0,7.833333333333332,3.0605010483034745,1,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:50:00,9,0,1,"[03:50:00,04:10:00)",1,0,3,2016-09-19,7.0,7.0,10.5,4.722287581247039,1,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:10:00,11,0,1,"[04:10:00,04:30:00)",1,0,4,2016-09-19,9.0,7.0,11.5,2.1679483388678804,1,,,,,,,
2016-09-19 04:30:00,13,0,1,"[04:30:00,04:50:00)",1,0,4,2016-09-19,11.0,9.0,12.5,3.9370039370059056,1,,,,,,,
2016-09-19 04:50:00,8,0,1,"[04:50:00,05:10:00)",1,0,4,2016-09-19,13.0,11.0,10.333333333333334,6.408327915038888,1,,,,,,,
2016-09-19 05:10:00,1,0,1,"[05:10:00,05:30:00)",1,0,5,2016-09-19,8.0,13.0,6.5,9.648834126463155,1,,,,,,,
2016-09-19 05:30:00,13,0,1,"[05:30:00,05:50:00)",1,0,5,2016-09-19,1.0,8.0,12.0,9.143303560529967,1,,,,,,,
2016-09-19 05:50:00,11,0,1,"[05:50:00,06:10:00)",1,0,5,2016-09-19,13.0,1.0,12.166666666666664,5.671566509057852,1,,,,,,,
2016-09-19 06:10:00,10,0,1,"[06:10:00,06:30:00)",1,0,6,2016-09-19,11.0,13.0,22.16666666666667,16.509593170840603,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:30:00,26,0,1,"[06:30:00,06:50:00)",1,0,6,2016-09-19,10.0,11.0,31.83333333333333,24.555379587102017,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:50:00,32,0,1,"[06:50:00,07:10:00)",1,0,6,2016-09-19,26.0,10.0,39.333333333333336,18.489636737012077,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:10:00,35,0,1,"[07:10:00,07:30:00)",1,0,7,2016-09-19,32.0,26.0,48.83333333333334,26.67145790290937,1,,,,,,,
2016-09-19 07:30:00,36,0,1,"[07:30:00,07:50:00)",1,0,7,2016-09-19,35.0,32.0,54.83333333333334,31.764235653745338,1,,,,,,,
2016-09-19 07:50:00,43,0,1,"[07:50:00,08:10:00)",1,0,7,2016-09-19,36.0,35.0,65.66666666666667,48.767475500241616,1,,,,,,,
2016-09-19 08:10:00,57,0,1,"[08:10:00,08:30:00)",1,0,8,2016-09-19,43.0,36.0,74.83333333333333,63.78845245549281,1,,,,,,,
2016-09-19 08:30:00,42,0,1,"[08:30:00,08:50:00)",1,0,8,2016-09-19,57.0,43.0,76.5,64.56547064801742,1,,,,,,,
2016-09-19 08:50:00,52,0,1,"[08:50:00,09:10:00)",1,0,8,2016-09-19,42.0,57.0,62.66666666666666,34.26173764809173,1,,,,,,,
2016-09-19 09:10:00,43,0,1,"[09:10:00,09:30:00)",1,0,9,2016-09-19,52.0,42.0,58.33333333333334,27.68874620972692,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:30:00,51,0,1,"[09:30:00,09:50:00)",1,0,9,2016-09-19,43.0,52.0,75.0,64.80123455614098,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:50:00,41,0,1,"[09:50:00,10:10:00)",1,0,9,2016-09-19,51.0,43.0,75.66666666666667,59.788516177161206,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:10:00,44,0,1,"[10:10:00,10:30:00)",1,0,10,2016-09-19,41.0,51.0,58.0,35.52463933666322,1,,,,,,,
2016-09-19 10:30:00,47,0,1,"[10:30:00,10:50:00)",1,0,10,2016-09-19,44.0,41.0,59.66666666666666,42.636447631887286,1,,,,,,,
2016-09-19 10:50:00,37,0,1,"[10:50:00,11:10:00)",1,0,10,2016-09-19,47.0,44.0,45.16666666666666,27.154496251388398,1,,,,,,,
2016-09-19 11:10:00,37,0,1,"[11:10:00,11:30:00)",1,0,11,2016-09-19,37.0,47.0,52.83333333333334,41.80629936584518,1,,,,,,,
2016-09-19 11:30:00,30,0,1,"[11:30:00,11:50:00)",1,0,11,2016-09-19,37.0,37.0,55.16666666666666,51.90150929083534,1,,,,,,,
2016-09-19 11:50:00,34,0,1,"[11:50:00,12:10:00)",1,0,11,2016-09-19,30.0,37.0,54.0,39.73411632338134,1,,,,,,,
2016-09-19 12:10:00,49,0,1,"[12:10:00,12:30:00)",1,0,12,2016-09-19,34.0,30.0,58.0,42.71299568047177,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:30:00,52,0,1,"[12:30:00,12:50:00)",1,0,12,2016-09-19,49.0,34.0,58.66666666666666,45.653769468321755,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:50:00,46,0,1,"[12:50:00,13:10:00)",1,0,12,2016-09-19,52.0,49.0,64.66666666666667,46.50448007092077,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:10:00,68,0,1,"[13:10:00,13:30:00)",1,0,13,2016-09-19,46.0,52.0,71.5,51.2396330978277,0,,,,,,,
2016-09-19 13:30:00,59,0,1,"[13:30:00,13:50:00)",1,0,13,2016-09-19,68.0,46.0,72.16666666666667,56.05860029171855,0,,,,,,,
2016-09-19 13:50:00,54,0,1,"[13:50:00,14:10:00)",1,0,13,2016-09-19,59.0,68.0,68.5,53.268189381656285,0,,,,,,,
2016-09-19 14:10:00,55,0,1,"[14:10:00,14:30:00)",1,0,14,2016-09-19,54.0,59.0,69.0,64.0531029693332,0,,,,,,,
2016-09-19 14:30:00,50,0,1,"[14:30:00,14:50:00)",1,0,14,2016-09-19,55.0,54.0,72.0,62.83629524407053,0,,,,,,,
2016-09-19 14:50:00,57,0,1,"[14:50:00,15:10:00)",1,0,14,2016-09-19,50.0,55.0,72.0,44.19954750899607,0,,,,,,,
2016-09-19 15:10:00,42,0,1,"[15:10:00,15:30:00)",1,0,15,2016-09-19,57.0,50.0,63.83333333333334,61.39191043343307,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:30:00,51,0,1,"[15:30:00,15:50:00)",1,0,15,2016-09-19,42.0,57.0,67.83333333333333,49.377795279524854,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:50:00,44,0,1,"[15:50:00,16:10:00)",1,0,15,2016-09-19,51.0,42.0,63.83333333333334,49.76109591504861,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:10:00,46,0,1,"[16:10:00,16:30:00)",1,0,16,2016-09-19,44.0,51.0,66.83333333333333,39.47361988298852,0,,,,,,,
2016-09-19 16:30:00,41,0,1,"[16:30:00,16:50:00)",1,0,16,2016-09-19,46.0,44.0,58.83333333333334,29.389907564786018,0,,,,,,,
2016-09-19 16:50:00,49,0,1,"[16:50:00,17:10:00)",1,0,16,2016-09-19,41.0,46.0,53.66666666666666,34.30840518978792,0,,,,,,,
2016-09-19 17:10:00,37,0,1,"[17:10:00,17:30:00)",1,0,17,2016-09-19,49.0,41.0,53.33333333333334,41.75484003881067,0,,,,,,,
2016-09-19 17:30:00,29,0,1,"[17:30:00,17:50:00)",1,0,17,2016-09-19,37.0,49.0,45.83333333333334,39.30097539077964,0,,,,,,,
2016-09-19 17:50:00,27,0,1,"[17:50:00,18:10:00)",1,0,17,2016-09-19,29.0,37.0,37.66666666666666,34.639091597018925,0,,,,,,,
2016-09-19 18:10:00,31,0,1,"[18:10:00,18:30:00)",1,0,18,2016-09-19,27.0,29.0,37.0,32.471525988163854,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 18:30:00,23,0,1,"[18:30:00,18:50:00)",1,0,18,2016-09-19,31.0,27.0,34.166666666666664,29.040775930864292,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 18:50:00,17,0,1,"[18:50:00,19:10:00)",1,0,18,2016-09-19,23.0,31.0,30.83333333333333,22.65759622437179,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 19:10:00,13,0,1,"[19:10:00,19:30:00)",1,0,19,2016-09-19,17.0,23.0,30.33333333333333,31.80985172343101,0,,,,,,,
2016-09-19 19:30:00,29,0,1,"[19:30:00,19:50:00)",1,0,19,2016-09-19,13.0,17.0,32.0,28.872131892189746,0,,,,,,,
2016-09-19 19:50:00,19,0,1,"[19:50:00,20:10:00)",1,0,19,2016-09-19,29.0,13.0,28.33333333333333,27.789686336241125,0,,,,,,,
2016-09-19 20:10:00,21,0,1,"[20:10:00,20:30:00)",1,0,20,2016-09-19,19.0,29.0,24.83333333333333,20.77899580505917,0,,,,,,,
2016-09-19 20:30:00,11,0,1,"[20:30:00,20:50:00)",1,0,20,2016-09-19,21.0,19.0,29.0,25.48725171531839,0,,,,,,,
2016-09-19 20:50:00,20,0,1,"[20:50:00,21:10:00)",1,0,20,2016-09-19,11.0,21.0,25.5,19.572940504686564,0,,,,,,,
2016-09-19 21:10:00,16,0,1,"[21:10:00,21:30:00)",1,0,21,2016-09-19,20.0,11.0,26.0,23.62202362203543,0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0
2016-09-19 21:30:00,16,0,1,"[21:30:00,21:50:00)",1,0,21,2016-09-19,16.0,20.0,22.83333333333333,19.701945758393173,0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0
2016-09-19 21:50:00,4,0,1,"[21:50:00,22:10:00)",1,0,21,2016-09-19,16.0,16.0,16.333333333333332,14.12326685532305,0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0
2016-09-19 22:10:00,3,0,1,"[22:10:00,22:30:00)",1,0,22,2016-09-19,4.0,16.0,12.166666666666664,12.921558213569545,0,,,,,,,
2016-09-19 22:30:00,10,0,1,"[22:30:00,22:50:00)",1,0,22,2016-09-19,3.0,4.0,14.666666666666664,15.435888917281913,0,,,,,,,
2016-09-19 22:50:00,0,0,1,"[22:50:00,23:10:00)",1,0,22,2016-09-19,10.0,3.0,10.0,11.610340218959994,0,,,,,,,
2016-09-19 23:10:00,2,0,1,"[23:10:00,23:30:00)",1,0,23,2016-09-19,0.0,10.0,8.5,10.540398474441089,0,,,,,,,
2016-09-19 23:30:00,10,0,1,"[23:30:00,23:50:00)",1,0,23,2016-09-19,2.0,0.0,8.0,6.870225614927068,0,,,,,,,
2016-09-19 23:50:00,11,0,1,"[23:50:00,00:00:00)",1,0,23,2016-09-19,10.0,2.0,9.4,3.2093613071762426,0,,,,,,,
2016-09-20 00:10:00,11,0,1,"[00:10:00,00:30:00)",2,0,0,2016-09-20,11.0,10.0,12.8,4.919349550499538,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0
