,time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm,volume_anterior,volume_anterior_2,avg_vol_dia_semana,desvio_padrao,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,date,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday
0,2016-09-19 00:00:00,1,0,"[00:00:00,00:20:00)",13,19,0,0,0,0,1,0.0,0.0,13.166666666666664,4.750438576243952,9.833333333333334,2.3166067138525404,6,13,10.0,2016-09-19,13,13,13,13,13.0
1,2016-09-19 00:00:00,1,1,"[00:00:00,00:20:00)",140,19,0,0,0,0,1,0.0,0.0,109.83333333333331,45.32732803361198,71.0,42.3461922727416,31,140,60.5,2016-09-19,140,140,140,140,140.0
2,2016-09-19 00:00:00,2,0,"[00:00:00,00:20:00)",2,19,0,0,0,0,1,0.0,0.0,2.75,0.957427107756338,2.3333333333333335,1.5275252316519468,1,4,2.0,2016-09-19,2,2,2,2,2.0
3,2016-09-19 00:00:00,3,0,"[00:00:00,00:20:00)",17,19,0,0,0,0,1,0.0,0.0,17.0,2.756809750418045,14.333333333333334,2.3380903889000235,11,17,14.5,2016-09-19,17,17,17,17,17.0
4,2016-09-19 00:00:00,3,1,"[00:00:00,00:20:00)",181,19,0,0,0,0,1,0.0,0.0,126.0,52.68016704605254,111.5,41.28801278821735,61,181,102.5,2016-09-19,181,181,181,181,181.0
5,2016-09-19 00:20:00,1,0,"[00:20:00,00:40:00)",6,19,0,20,0,0,1,13.0,0.0,10.166666666666666,3.816630276391292,9.833333333333334,2.3166067138525404,6,13,10.0,2016-09-19,6,6,6,6,6.0
6,2016-09-19 00:20:00,1,1,"[00:20:00,00:40:00)",56,19,0,20,0,0,1,140.0,0.0,51.5,16.428633540255255,71.0,42.3461922727416,31,140,60.5,2016-09-19,56,56,56,56,56.0
7,2016-09-19 00:20:00,3,0,"[00:20:00,00:40:00)",16,19,0,20,0,0,1,17.0,0.0,17.166666666666668,3.4302575219167832,14.333333333333334,2.3380903889000235,11,17,14.5,2016-09-19,16,16,16,16,16.0
8,2016-09-19 00:20:00,3,1,"[00:20:00,00:40:00)",112,19,0,20,0,0,1,181.0,0.0,83.66666666666667,32.90390047800817,111.5,41.28801278821735,61,181,102.5,2016-09-19,112,112,112,112,112.0
9,2016-09-19 00:40:00,1,0,"[00:40:00,01:00:00)",9,19,0,40,0,0,1,6.0,13.0,8.5,2.664582518894845,9.833333333333334,2.3166067138525404,6,13,10.0,2016-09-19,9,9,9,9,9.0
10,2016-09-19 00:40:00,1,1,"[00:40:00,01:00:00)",31,19,0,40,0,0,1,56.0,140.0,32.166666666666664,9.867454923467687,71.0,42.3461922727416,31,140,60.5,2016-09-19,31,31,31,31,31.0
11,2016-09-19 00:40:00,3,0,"[00:40:00,01:00:00)",16,19,0,40,0,0,1,16.0,17.0,15.166666666666664,2.9944392908634283,14.333333333333334,2.3380903889000235,11,17,14.5,2016-09-19,16,16,16,16,16.0
12,2016-09-19 00:40:00,3,1,"[00:40:00,01:00:00)",93,19,0,40,0,0,1,112.0,181.0,67.83333333333333,25.317319500031328,111.5,41.28801278821735,61,181,102.5,2016-09-19,93,93,93,93,93.0
13,2016-09-19 01:00:00,1,0,"[01:00:00,01:20:00)",10,19,1,0,0,0,1,9.0,6.0,6.166666666666668,2.857738033247041,10.0,3.1622776601683795,6,14,10.0,2016-09-19,10,10,10,10,10.0
14,2016-09-19 01:00:00,1,1,"[01:00:00,01:20:00)",4,19,1,0,0,0,1,31.0,56.0,4.0,1.5491933384829668,7.666666666666667,4.033195589934446,4,14,6.5,2016-09-19,4,4,4,4,4.0
15,2016-09-19 01:00:00,2,0,"[01:00:00,01:20:00)",1,19,1,0,0,0,1,2.0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,1,2,1.5,2016-09-19,1,1,1,1,1.0
16,2016-09-19 01:00:00,3,0,"[01:00:00,01:20:00)",17,19,1,0,0,0,1,16.0,16.0,19.666666666666668,2.8047578623950167,18.0,4.2895221179054435,11,23,17.5,2016-09-19,17,17,17,17,17.0
17,2016-09-19 01:00:00,3,1,"[01:00:00,01:20:00)",4,19,1,0,0,0,1,93.0,112.0,8.5,3.9370039370059056,5.5,2.0736441353327724,4,9,4.5,2016-09-19,4,4,4,4,4.0
18,2016-09-19 01:20:00,1,0,"[01:20:00,01:40:00)",14,19,1,20,0,0,1,10.0,9.0,7.5,4.5934736311423405,10.0,3.1622776601683795,6,14,10.0,2016-09-19,14,14,14,14,14.0
19,2016-09-19 01:20:00,1,1,"[01:20:00,01:40:00)",14,19,1,20,0,0,1,4.0,31.0,8.333333333333334,4.88535225614967,7.666666666666667,4.033195589934446,4,14,6.5,2016-09-19,14,14,14,14,14.0
